,time,value
109,109,6.963163337882353
110,110,5.5436528093576465
111,111,5.463874981948894
112,112,6.98108250336844
113,113,4.628154979012946
114,114,8.086126574275657
115,115,8.00028723798345
116,116,9.514259888086634
117,117,8.473584955074907
118,118,9.679822937503863
119,119,9.490311867717823
120,120,9.566700574693071
121,121,9.007488936284618
122,122,10.114357072772707
123,123,9.066745787688168
124,124,9.814088690407422
125,125,10.623454657467416
126,126,12.369835890929783
127,127,10.168040774855456
128,128,8.166073312235417
129,129,11.065014051356158
130,130,9.639371405140535
131,131,9.842450581867904
132,132,8.028281997482438
133,133,8.503341067524063
134,134,8.0757467377003
135,135,7.926544567517171
136,136,7.82649637279384
137,137,7.181469853479136
138,138,6.386322356004608
139,139,5.099224278627393
140,140,3.2505275796001563
141,141,4.669072975186807
142,142,3.2459123924711846
143,143,3.8655845992972164
144,144,1.9577169438822706
145,145,2.41032258942705
146,146,2.2031468967346615
147,147,-0.23142624039169069
148,148,1.980531866174497
149,149,-1.1497825710651906
150,150,-1.4289498302241084
151,151,0.47038274844275385
152,152,-1.8772210559332687
153,153,-3.5890166007609103
154,154,-0.49775749959565907
155,155,-5.1517129887641
156,156,-3.9222184312986803
157,157,-4.269942343426346
158,158,-6.047883149527449
159,159,-6.079425842622109
160,160,-6.873412280423545
161,161,-4.808660731629512
162,162,-5.988481719341381
163,163,-9.341088551246017
164,164,-9.070588663692044
165,165,-10.150585767531787
166,166,-8.519790078095607
167,167,-7.3885270007641255
168,168,-8.845273990932544
169,169,-8.914786619330068
170,170,-9.634104405135988
171,171,-9.343786090445906
172,172,-10.73576098041911
173,173,-12.203617590136174
174,174,-9.521454036240373
175,175,-8.679522174216464
176,176,-11.066343535180078
177,177,-9.187020771472456
178,178,-9.841983870836406
179,179,-9.172907861527866
180,180,-8.175255993019666
181,181,-9.775232732341268
182,182,-7.013471424367024
183,183,-7.795325255957194
184,184,-9.160902239404477
185,185,-5.012687968096966
186,186,-7.699691043276559
187,187,-8.3324225967392
188,188,-6.692697768068569
189,189,-6.712586955088322
190,190,-4.850077897274174
191,191,-6.157746344714267
192,192,-4.567520923076047
193,193,-3.4902966872881085
194,194,-2.8573777460407306
195,195,-1.9983233441632593
196,196,-3.064820403620427
197,197,-0.9518327292577969
198,198,-2.538599896175213
199,199,-0.09478816055125844
200,200,-0.8150404658532985
201,201,0.6265373950686175
202,202,4.203550243149231
203,203,2.5442488750259025
204,204,1.5088301532247834
205,205,3.680451132431322
206,206,3.6728333357631118
207,207,4.718626595124906
208,208,5.834511561896802
209,209,4.278197898715381
210,210,5.913833726311163
211,211,6.460194099164419
212,212,5.483286784288513
213,213,6.890237445575872
214,214,7.860049534325723
215,215,9.164800645370137
216,216,9.0101141523373
217,217,9.139207822997475
218,218,9.508772619354474
219,219,10.840991708145252
220,220,10.522145549385913
221,221,8.313328733971613
222,222,10.536632952135257
223,223,7.2253414283391555
224,224,11.177997222899721
225,225,9.256010527559368
226,226,9.188719797334912
227,227,9.064474233381294
228,228,10.910911186575621
229,229,11.443345735202202
230,230,7.6226729430181575
231,231,10.058412565231944
232,232,9.467188604296735
233,233,8.065911950796087
234,234,7.750914978462561
235,235,7.834928193465026
236,236,7.625780356731218
237,237,7.1088962826346584
238,238,6.023173079451568
239,239,4.403188062840465
240,240,6.143192229261974
241,241,4.450401176485146
242,242,4.89962684970904
243,243,2.7106387932601073
244,244,2.9705724376137925
245,245,4.223258428087992
246,246,2.8511627930450887
247,247,0.7641642607544074
248,248,0.9106581056178864
249,249,0.37864922636960985
250,250,0.5740574890763303
251,251,0.46166944399979903
252,252,-0.5401041036185354
253,253,-1.7001117848366092
254,254,-3.2802405945060835
255,255,-3.746965895108914
256,256,-4.451167186569377
257,257,-2.170624147524409
258,258,-5.735779072839968
259,259,-2.697299466305186
260,260,-6.901159328653346
261,261,-5.97154765964033
262,262,-7.839130681721581
263,263,-7.630689263125755
264,264,-6.371154153214265
265,265,-9.193387050148033
266,266,-6.014516503074116
267,267,-9.15311317091374
268,268,-8.938715100725178
269,269,-8.964420867536095
270,270,-7.742965849582443
271,271,-9.762788282735594
272,272,-8.711706899408435
273,273,-10.07405383057787
274,274,-9.904457370620367
275,275,-10.82850622307288
276,276,-9.74671366043727
277,277,-9.406834068815558
278,278,-8.856101681288441
279,279,-10.366220231301316
280,280,-8.57568990519203
281,281,-7.800514333896258
282,282,-8.852868189255899
283,283,-7.669371889854727
284,284,-7.053405808254199
285,285,-8.8663203891243
286,286,-6.98622964774676
287,287,-6.93011872353745
288,288,-6.435362792912219
289,289,-4.54719057772895
290,290,-5.547043333297576
291,291,-3.8887754579451252
292,292,-3.942273696135971
293,293,-3.59297130636833
294,294,-2.9606913745422734
295,295,-1.8811318459097648
296,296,-0.9464809368923307
297,297,-3.0615826013323364
298,298,-0.3574347405371107
299,299,0.4505117131398281
300,300,1.6588567010157387
301,301,0.27539301810707656
302,302,0.23911282610518692
303,303,0.8288881341385119
304,304,4.090263536357476
305,305,2.8665089288692527
306,306,5.257020294981763
307,307,4.421150289323989
308,308,6.2501486086391616
309,309,5.7521342604687495
310,310,4.041820654046154
311,311,5.514233708828759
312,312,6.489446925315432
313,313,6.0873452964975705
314,314,6.776597296542686
315,315,7.157843643873217
316,316,7.742674247666369
317,317,8.230291576230186
318,318,8.91322848144213
319,319,9.978628509012765
320,320,10.000968137669654
321,321,9.899686618479112
322,322,8.617605623316146
323,323,8.997390623686465
324,324,9.487337219943818
325,325,10.66048185462011
326,326,9.60166231835637
327,327,9.542218143074209
328,328,10.908059723872665
329,329,10.250949007188657
330,330,8.236609579015093
331,331,8.157163962537457
332,332,9.357553651173573
333,333,9.107667899170204
334,334,9.682415224125974
335,335,5.6592162642370365
336,336,7.9380391676065525
337,337,6.462994955758855
338,338,6.346606452235551
339,339,7.7337495684724
340,340,4.663880050619352
341,341,6.579224706945105
342,342,5.417185894861162
343,343,3.537344817002338
344,344,3.330965869038477
345,345,4.3351422423723625
346,346,1.5108604114651532
347,347,0.923111579282052
348,348,-0.8474008112953947
349,349,0.7679669978304745
350,350,0.8003065779466244
351,351,0.1596828917704436
352,352,-1.4835089945275752
353,353,-2.024435163851974
354,354,-4.0370952174507195
355,355,-3.7584389883172635
356,356,-4.272504625388903
357,357,-5.981005425070265
358,358,-5.547310111289776
359,359,-5.370272738518708
360,360,-5.442466931456658
361,361,-7.224331742889853
362,362,-8.015077793577557
363,363,-7.785077971430146
364,364,-11.214915723448069
365,365,-8.497891064303728
366,366,-9.12452404780389
367,367,-10.543525588807983
368,368,-9.656301447608113
369,369,-8.722600302817261
370,370,-9.473185772906335
371,371,-10.473648129816358
372,372,-10.036942120063298
373,373,-10.710822277648457
374,374,-10.060554302009107
375,375,-10.280216517774976
376,376,-11.352956458591118
377,377,-10.624391946700323
378,378,-10.74912994620946
379,379,-9.486996140292597
380,380,-9.973651979203996
381,381,-9.389311295390169
382,382,-8.6037660649698
383,383,-8.216635221549371
384,384,-8.364028228774846
385,385,-7.674052524472033
386,386,-6.94400563757959
387,387,-8.131331091146386
388,388,-6.853412568662935
389,389,-5.841554776814876
390,390,-4.5367997286928565
391,391,-6.185542234180199
392,392,-3.643430936847133
393,393,-3.804878942722992
394,394,-3.0583807042129347
395,395,-2.2851603102513045
396,396,-1.500301742408713
397,397,0.23641068393194598
398,398,-0.46523992002370695
399,399,1.2748972349868186
400,400,-0.1830388438923221
401,401,0.5783188392510078
402,402,2.24039405668063
403,403,2.0406357597429174
404,404,0.7763248171826647
405,405,3.997075605524697
406,406,3.8319254640252693
407,407,5.459915389965185
408,408,5.197686708067117
409,409,5.791883898614434
410,410,4.1232863318773445
411,411,4.740470431319811
412,412,5.045121354005907
413,413,7.432117545834218
414,414,7.132183510311991
415,415,7.669804962623251
416,416,9.223497496973716
417,417,8.014589196796235
418,418,10.005330485540487
419,419,9.605958429026032
420,420,9.880605909057852
421,421,8.921265336035665
422,422,8.97519378502763
423,423,10.449550779445081
424,424,11.67504752208828
425,425,9.823509634511337
426,426,8.803487782511949
427,427,9.651730764985873
428,428,11.232676964090265
429,429,9.095893870513512
430,430,9.92065724342202
431,431,10.319319224079397
432,432,8.239332041459448
433,433,7.592129869832575
434,434,7.76230742810803
435,435,8.22212302353612
436,436,8.582976430726534
437,437,6.99391968826011
438,438,7.496321987557489
439,439,5.638160381833519
440,440,5.1241684889478645
441,441,4.05510052264163
442,442,3.4742663246572247
443,443,3.528288877467082
444,444,4.074692416846966
445,445,1.7619145428018166
446,446,1.2295181114349285
447,447,3.1135582086034264
448,448,1.4517426737829777
449,449,2.5114773730438698
450,450,-1.5579855987396214
451,451,-0.1859662517790741
452,452,-2.7764464093827574
453,453,-1.519787648368362
454,454,-2.4297974639791984
455,455,-0.37011773278841886
456,456,-3.632124140969045
457,457,-4.138285430815893
458,458,-4.1666285964254275
459,459,-4.985665148122999
460,460,-5.18407267220689
461,461,-8.080270190328505
462,462,-8.24210256176419
463,463,-8.626795589400583
464,464,-9.759267083612373
465,465,-6.865238044041265
466,466,-9.007299281901469
467,467,-8.63656407972154
468,468,-8.99796540356238
469,469,-8.664498957011272
470,470,-9.526696267960483
471,471,-10.965916123290729
472,472,-10.30045784129392
473,473,-9.230223301127074
474,474,-10.566197191924575
475,475,-11.768108150775726
476,476,-11.589338553073974
477,477,-12.035867145769306
478,478,-8.221964524649012
479,479,-10.54051783969527
480,480,-10.717706187894924
481,481,-9.635464625887025
482,482,-8.2004997352875
483,483,-7.107062177431321
484,484,-8.252581796929327
485,485,-7.72790037232063
486,486,-8.468323216769667
487,487,-8.612436004995194
488,488,-4.791742432080841
489,489,-6.294488878569519
490,490,-4.759660902054865
491,491,-5.590822862297034
492,492,-3.135859472596227
493,493,-3.5330111788878673
494,494,-4.273880475446088
495,495,-2.408955833801725
496,496,-0.8137999005810639
497,497,0.210035786954331
498,498,-1.2174193906109707
499,499,-0.08460742323904408
500,500,-0.758194328227262
501,501,1.0967700954726092
502,502,-0.006529664973813354
503,503,2.7855692319330947
504,504,-0.0013803892991544053
505,505,5.666266729128221
506,506,2.0222998708529865
507,507,3.908190418108357
508,508,4.291732195821484
509,509,5.227942667344489
510,510,7.865817519999836
511,511,6.903902597098417
512,512,5.221798596061285
513,513,8.31297724739079
514,514,6.9730692782584365
515,515,6.292717399231378
516,516,8.678855472396785
517,517,9.113598731249951
518,518,9.302584731698694
519,519,9.64341934239231
520,520,10.253664638866336
521,521,10.056348652254618
522,522,12.346997834035045
523,523,9.07862062074787
524,524,9.974313492850808
525,525,10.607771653098897
526,526,9.689142875250752
527,527,8.791203650362554
528,528,11.603913452976691
529,529,9.62617517430366
530,530,10.644381517118463
531,531,9.80200414800541
532,532,8.634671421762407
533,533,8.699021160239319
534,534,7.638687118628429
535,535,9.324424490515009
536,536,8.490588868800053
537,537,5.394673272241475
538,538,5.485650452404719
539,539,5.417851810296254
540,540,4.902539978529489
541,541,5.163686115399821
542,542,2.7205304512439445
543,543,5.194962777884742
544,544,1.4278950857769925
545,545,3.0353600910188145
546,546,2.497391221235907
547,547,2.301117705482879
548,548,2.558454508084298
549,549,-0.10573573642393874
550,550,-0.5103742922374364
551,551,-0.9390456874699379
552,552,-2.22361714201468
553,553,-1.9655733724614184
554,554,-4.032322600090494
555,555,-3.8312204671069274
556,556,-5.198992848090164
557,557,-5.340498414985096
558,558,-7.053881546622651
559,559,-6.029953560048327
560,560,-7.421761845746924
561,561,-7.010779370089643
562,562,-7.2964654634358705
563,563,-6.034873728174949
564,564,-7.098094172442085
565,565,-6.9913461856842325
566,566,-7.532149895842692
567,567,-8.382714664638376
568,568,-9.320333864189465
569,569,-8.928365386040303
570,570,-10.472006306533633
571,571,-9.911160932257452
572,572,-10.809232167189755
573,573,-11.220759197478888
574,574,-7.211951717949276
575,575,-9.128655731204653
576,576,-9.538788459129908
577,577,-9.327580632765898
578,578,-9.046616451716883
579,579,-11.905289933527797
580,580,-10.629184986532156
581,581,-8.226896663377275
582,582,-8.720514793541506
583,583,-9.39787684672378
584,584,-7.607424349733126
585,585,-7.376680733386673
586,586,-8.467705155585561
587,587,-7.695072223308001
588,588,-6.110398638151034
589,589,-5.393951898084826
590,590,-5.313231357500928
591,591,-5.710465263203408
592,592,-4.7571852389509415
593,593,-4.355935490896907
594,594,-4.583653458213406
595,595,-2.7301464491665315
596,596,-2.294917139120901
597,597,-0.22302872510109406
598,598,-0.7097791641293653
599,599,-1.7363846345008171
600,600,-1.534792078674729
601,601,-0.06951701828317125
602,602,-0.6670520462876028
603,603,1.3265059588222599
604,604,1.9226828695415488
605,605,5.799039894463898
606,606,5.544936405891562
607,607,4.9344277485858665
608,608,6.0106717377979795
609,609,5.406437837354758
610,610,5.814905576844492
611,611,7.109948138534025
612,612,6.806291504756957
613,613,6.670193478971086
614,614,6.075088112828596
615,615,7.827908548887159
616,616,7.6472044254667555
617,617,7.968516979095694
618,618,7.149553629452124
619,619,8.633183337683413
620,620,8.924831825793312
621,621,9.418340132274013
622,622,8.223689162797163
623,623,9.145520559725973
624,624,9.793813461205216
625,625,11.298924488916226
626,626,9.766264400126
627,627,9.982974847821794
628,628,10.736522649631842
629,629,10.620930422236569
630,630,10.794602946930295
631,631,9.75490880767989
632,632,7.704138697668936
633,633,8.167220906274267
634,634,9.284284885789958
635,635,7.470429056016674
636,636,9.313996385174473
637,637,6.477452030904693
638,638,4.866852073103835
639,639,5.080307623567394
640,640,6.825960005076272
641,641,4.367409723151287
642,642,3.2436704060626758
643,643,3.2184375465095645
644,644,1.079137652463424
645,645,3.716859728494165
646,646,3.731423132331163
647,647,2.873332250405683
648,648,0.48235586455421053
649,649,0.41305824910287625
650,650,0.27741332147576336
651,651,0.7874870748067797
652,652,-1.5067112585927804
653,653,-2.8981961387757273
654,654,-1.7528875659029963
655,655,-5.55736009079388
656,656,-2.965971975537119
657,657,-3.632707256325016
658,658,-5.699016492212372
659,659,-6.320798754162273
660,660,-7.412784119193818
661,661,-5.678707216954307
662,662,-7.256853783976882
663,663,-5.983142169552947
664,664,-9.13401500757816
665,665,-8.429864791647375
666,666,-9.735778823032206
667,667,-10.179312133825544
668,668,-9.015457337542067
669,669,-9.478854910819159
670,670,-8.938528731322041
671,671,-11.714225546567011
672,672,-10.665868970773039
673,673,-9.844417281292246
674,674,-7.947619341059665
675,675,-9.868298960498569
676,676,-8.950317900950015
677,677,-10.68235306716736
678,678,-10.849084831240528
679,679,-10.20488886481819
680,680,-9.69336634612356
681,681,-7.663229685961404
682,682,-7.9320712451996185
683,683,-8.374753235853259
684,684,-8.017402898878265
685,685,-10.066431613118365
686,686,-7.054113197546371
687,687,-7.417676616790099
688,688,-4.763474331159782
689,689,-6.349623395618158
690,690,-4.288223416935045
691,691,-5.053602610912813
692,692,-4.416129611693102
693,693,-3.698861979312269
694,694,-4.083184758832151
695,695,-2.0386722983027576
696,696,-0.37893539452172775
697,697,-1.084026590960861
698,698,0.6467512593412569
699,699,-2.1317742984670813
700,700,-2.0015443747831294
701,701,-0.30353375627957324
702,702,-0.3535628457212616
703,703,0.6870997079929848
704,704,2.2999280374159223
705,705,3.727555613969064
706,706,6.458537057290588
707,707,5.292772001787326
708,708,5.338411988859019
709,709,4.958722749088094
710,710,5.06796881846013
711,711,7.63209960549406
712,712,8.384172710786412
713,713,6.6731990708878826
714,714,8.77619570792023
715,715,9.832701176130536
716,716,8.443785337188714
717,717,10.201601803719843
718,718,9.170818688104527
719,719,8.520306051894291
720,720,9.775638667161349
721,721,7.957662200954399
722,722,8.336708216426667
723,723,10.20233801932919
724,724,8.726049174208224
725,725,10.1025124562299
726,726,9.371260373181002
727,727,10.825061899581296
728,728,8.330267629189681
729,729,11.285110517788407
730,730,9.633094028768728
731,731,8.753358506634594
732,732,6.846184471978667
733,733,7.856051902087673
734,734,8.34334085053839
735,735,7.128783894466078
736,736,11.177474219492884
737,737,7.119287463849728
738,738,6.793616487653955
739,739,7.216177585251967
740,740,4.527088055866977
741,741,4.7538633867090665
742,742,5.688384942224841
743,743,4.32914555885441
744,744,4.227259296882191
745,745,1.5174689180249996
746,746,1.9155150947971245
747,747,2.1010667153019775
748,748,0.38344311879669046
749,749,-0.2610645212614036
750,750,-0.7956616795052254
751,751,-3.089526938548293
752,752,-1.196129448904112
753,753,-3.4805524312230522
754,754,-4.2266897902361045
755,755,-3.9200657577692164
756,756,-5.124527787144214
757,757,-6.569399073015743
758,758,-4.956574693475328
759,759,-6.9424064356824395
760,760,-6.275097907654579
761,761,-6.533302120975579
762,762,-6.860197341538487
763,763,-8.60284954047911
764,764,-7.183942622702489
765,765,-11.412621113480947
766,766,-7.12584962629864
767,767,-7.5020690210260454
768,768,-9.560172587167928
769,769,-10.639943606880973
770,770,-9.658111708139424
771,771,-9.700360737523225
772,772,-11.659721550248246
773,773,-11.564154492724024
774,774,-9.986642710090033
775,775,-8.196150063546657
776,776,-8.800851578814404
777,777,-10.381355067861373
778,778,-9.507428338222805
779,779,-10.939337885998455
780,780,-10.303818522659173
781,781,-8.874140987528252
782,782,-9.482030141368929
783,783,-8.457500164334597
784,784,-8.31609670503395
785,785,-7.244270154761807
786,786,-7.268697966075079
787,787,-7.297281864538901
788,788,-7.5332474413715405
789,789,-5.328437666676116
790,790,-6.227217634107941
791,791,-4.1500691432489
792,792,-4.7863449813440155
793,793,-1.8591381389593356
794,794,-3.1652460012592116
795,795,-3.593923455594161
796,796,-0.17368758640279625
797,797,-1.5412865892102139
798,798,0.6099806567273917
799,799,0.5753008345611821
800,800,-0.8251554796737757
801,801,3.1528326887344207
802,802,1.516429795735304
803,803,3.50531879802047
804,804,2.3205014742105043
805,805,3.1000227881635936
806,806,3.898248384732463
807,807,2.522716146195539
808,808,5.6594025888135775
809,809,5.231101965660897
810,810,6.113228548905079
811,811,8.252989701068907
812,812,6.580736998418368
813,813,8.576940656031173
814,814,7.2931685362203025
815,815,7.3318064270073915
816,816,7.104194938672082
817,817,10.149833588955408
818,818,9.603089454096041
819,819,8.118319156970914
820,820,9.636930202523743
821,821,8.501018365971017
822,822,9.911998572048097
823,823,9.585373523170432
824,824,11.635099369264871
825,825,9.16173382602906
826,826,9.469582498553057
827,827,10.124622855765129
828,828,9.875487584618496
829,829,10.845092418997714
830,830,9.338553215190048
831,831,10.145760945339642
832,832,8.764070292580076
833,833,8.54462234533387
834,834,7.917776844212445
835,835,6.327735853034461
836,836,7.990746524602749
837,837,6.891232075206857
838,838,8.143291372039199
839,839,5.783871268028344
840,840,5.262667486279121
841,841,6.940284570397395
842,842,5.157544823936709
843,843,4.669893609603547
844,844,6.198748448833569
845,845,3.6377298251884653
846,846,4.0310028196851935
847,847,3.284256522865893
848,848,1.143110155726097
849,849,-0.05656698484639333
850,850,-0.7554620380371045
851,851,-1.6367812835092965
852,852,-1.306444625555372
853,853,-0.4609914157618562
854,854,-3.164858725240303
855,855,-2.5287713282062474
856,856,-3.1535508380839072
857,857,-5.643335565568807
858,858,-5.546442864856422
859,859,-3.9875979474026813
860,860,-5.350081752987445
861,861,-8.367015024167596
862,862,-5.625636735429686
863,863,-7.719851701406174
864,864,-9.715771177411671
865,865,-7.3577348637177655
866,866,-8.245649566964378
867,867,-7.958254070739121
868,868,-8.510330128882636
869,869,-11.366606181575753
870,870,-8.275204781000928
871,871,-11.05690642916694
872,872,-9.220969986108123
873,873,-9.799378719376268
874,874,-10.798556735226592
875,875,-9.897137032275404
876,876,-10.933045812108857
877,877,-8.864763624492
878,878,-9.530647973028156
879,879,-9.493648731190786
880,880,-9.610494302017626
881,881,-8.671024467312064
882,882,-5.9292036743013945
883,883,-6.789904300566702
884,884,-8.376310449755696
885,885,-7.731517219132714
886,886,-8.097728683277424
887,887,-7.891781740284771
888,888,-7.076661635622444
889,889,-5.351597215268957
890,890,-4.008323115926725
891,891,-6.071970728069036
892,892,-6.498837937881277
893,893,-3.223474768735694
894,894,-3.09129232478751
895,895,-3.489710088914312
896,896,-0.9246468227860393
897,897,-0.6249449916755443
898,898,0.11325351007706397
899,899,-0.2783951185798636
900,900,0.48657251008723645
901,901,1.540511654107394
902,902,2.6732906219356547
903,903,1.4101593300781918
904,904,2.744895799019911
905,905,3.6156916905513525
906,906,4.222800541336991
907,907,3.5329700042445538
908,908,5.280868944315111
909,909,6.285712219365099
910,910,7.165497076780687
911,911,5.501898754370036
912,912,7.614759593118933
913,913,7.312835585417942
914,914,8.769692612567669
915,915,7.29359541023618
916,916,6.920090405431466
917,917,8.818060925465538
918,918,10.41973100402415
919,919,9.747119670161302
920,920,8.226661532861575
921,921,9.883654551182408
922,922,9.5606285632169
923,923,8.257022320620855
924,924,9.364670219338516
925,925,9.446892728319986
926,926,11.390236837318554
927,927,9.254486186358653
928,928,9.229931838328518
929,929,10.285703438672135
930,930,9.092301380309667
931,931,9.253157202919196
932,932,8.53218583964901
933,933,8.758554405589042
934,934,9.981997453688738
935,935,8.00089149056681
936,936,6.1584459995121
937,937,6.89240947000513
938,938,6.469873712249968
939,939,7.241956108619874
940,940,7.686976291096206
941,941,4.1619568461621546
942,942,5.504248521213043
943,943,4.018403256473518
944,944,4.376652238412118
945,945,2.8933318611028747
946,946,3.018624265976782
947,947,0.6900745860727735
948,948,1.8959646804007655
949,949,0.811293144236048
950,950,-0.4320172297031988
951,951,-0.33301901335000017
952,952,-2.1249584445785463
953,953,-2.762055997881763
954,954,-1.75291046810919
955,955,-2.9726165002458296
956,956,-4.303117168508284
957,957,-5.0425021688803735
958,958,-5.4953687292849756
959,959,-4.845823368632147
960,960,-6.881221118393461
961,961,-6.880678682001272
962,962,-6.703134194154732
963,963,-8.013571095841236
964,964,-6.515723942009533
965,965,-7.649026868841792
966,966,-7.3322761377064305
967,967,-9.245448589034336
968,968,-8.45836725992651
969,969,-7.218765392642923
970,970,-9.398371127452064
971,971,-7.6609099661996005
972,972,-10.033917951642607
973,973,-9.217460743270617
974,974,-10.108608075625838
975,975,-9.780104605681233
976,976,-11.620878522432106
977,977,-11.173683936293562
978,978,-10.510331084657498
979,979,-8.496237342425886
980,980,-10.048225910425325
981,981,-9.575370462353499
982,982,-8.68051013278575
983,983,-10.151807795076282
984,984,-8.02770400078419
985,985,-6.95688359194002
986,986,-6.051453522332997
987,987,-5.019323249749031
988,988,-6.452289888363965
989,989,-5.587670420402246
990,990,-5.633756809969653
991,991,-4.540434259593956
992,992,-3.924163887427569
993,993,-2.756894432646371
994,994,-3.9627217126205005
995,995,-2.3105111007646855
996,996,-2.5133594918094326
997,997,-1.3007362091210177
998,998,-1.5282998435930009
999,999,-1.6426790364171961
1000,1000,1.6117602241736553
1001,1001,-0.36528290636758953
1002,1002,-0.6034786030219517
1003,1003,1.6254096113154441
1004,1004,3.875519104567063
1005,1005,2.7865671160890058
1006,1006,3.867622920313602
1007,1007,6.191653543729037
1008,1008,4.084673242150695
1009,1009,4.923330177814344
1010,1010,7.050101977115345
1011,1011,3.98843422990894
1012,1012,8.217776187188367
1013,1013,7.755287977691965
1014,1014,8.204910949996872
1015,1015,7.646236981736541
1016,1016,8.38155678903341
1017,1017,8.850382594634976
1018,1018,8.574440516060099
1019,1019,11.080695299185583
1020,1020,8.44203015211871
1021,1021,7.671559179206959
1022,1022,10.56910986311319
1023,1023,9.688967396258224
1024,1024,9.234980684114403
1025,1025,9.976131566714255
1026,1026,10.111926949708112
1027,1027,10.289129460837973
1028,1028,9.26508799429076
1029,1029,9.013215981824334
1030,1030,9.175649382785046
1031,1031,9.4542469570217
1032,1032,10.418589569340888
1033,1033,8.763012625704553
1034,1034,7.216348336493253
1035,1035,7.148231190826572
1036,1036,6.8676298521051695
1037,1037,6.892549878094392
1038,1038,8.051457921625083
1039,1039,5.072214658814342
1040,1040,5.171482527118549
1041,1041,7.195758324973696
1042,1042,5.095481275349818
1043,1043,2.9348572084831996
1044,1044,3.6485118639123293
1045,1045,2.318802136921529
1046,1046,2.4077929646141247
1047,1047,2.3329137971721066
1048,1048,0.33116252585658124
1049,1049,0.12340071689423746
1050,1050,-0.4608216582728286
1051,1051,0.3112889261175409
1052,1052,-2.62313475230099
1053,1053,-1.606356818928384
1054,1054,-1.255323881354662
1055,1055,-3.877376460013803
1056,1056,-2.839734426585852
1057,1057,-2.864874131113901
1058,1058,-5.862558881598709
1059,1059,-5.531656685636136
1060,1060,-6.678412058884808
1061,1061,-6.3398815112268725
1062,1062,-7.820230879372777
1063,1063,-8.362589065903265
1064,1064,-7.4492511719732315
1065,1065,-8.519829095618245
1066,1066,-10.429484423321895
1067,1067,-8.753611122606175
1068,1068,-7.424857496849685
1069,1069,-8.433806057847374
1070,1070,-7.698476408706945
1071,1071,-9.97575140574218
1072,1072,-9.71985421812248
1073,1073,-9.946867467276288
1074,1074,-10.375613027696813
1075,1075,-9.963380894027873
1076,1076,-10.046552616008547
1077,1077,-10.703810962318668
1078,1078,-7.644602344611281
1079,1079,-9.393555706552439
1080,1080,-8.84828728865342
1081,1081,-8.482843562528839
1082,1082,-8.139299588192609
1083,1083,-6.517830810894695
1084,1084,-8.974989833349115
