timestamp;cut_torque_target;cut_lag error_target;cut_position_target;cut_speed_target;film_position_target;film_speed_target;film_lag_error_target;cut_torque_predicted;cut_lag error_predicted;cut_position_predicted;cut_speed_predicted;film_position_predicted;film_speed_predicted;film_lag_error_predicted;prediction_loss;cut_torque_residuas;cut_lag_error_residual;cut_position_residual;cut_speed_residual;film_position_residual;film_speed_residual;film_lag_error_residual
17.0;;;;;;;;;;;;;;;;0.11517338454723358;1.6556990183889866;-0.30518078804016113;-0.2107372283935547;-0.335892677307129;-1.0225279331207275;-2.2441377639770512
18.0;;;;;;;;;;;;;;;;0.13361425697803497;1.7076559327542782;-0.3048442006111145;-0.2039105892181396;-0.335024356842041;-1.030165195465088;-2.2237510681152353
19.0;;;;;;;;;;;;;;;;0.05613867938518527;1.7526948936283586;-0.3057505488395691;-0.21289008855819708;-0.33587026596069347;-1.0388622283935545;-2.2116155624389644
20.0;;;;;;;;;;;;;;;;0.07967212796211243;1.7047693990170958;-0.30628353357315063;-0.2049439549446106;-0.33658266067504883;-1.022083044052124;-2.2412731647491464
21.0;;;;;;;;;;;;;;;;0.1335173398256302;1.738617230206728;-0.30597901344299316;-0.20918607711791992;-0.3366692066192627;-1.0306847095489502;-2.230975627899171
22.0;;;;;;;;;;;;;;;;0.046665802597999545;1.73500232771039;-0.3062225580215454;-0.20920252799987793;-0.3369719982147217;-1.0386815071105953;-2.221597433090209
23.0;;;;;;;;;;;;;;;;0.07395604252815241;1.6967151425778866;-0.3060857057571411;-0.20817947387695312;-0.33601760864257824;-1.0282361507415771;-2.2222988605499254
24.0;;;;;;;;;;;;;;;;0.06044757366180423;1.7830417826771736;-0.30582594871520996;-0.21270877122879023;-0.3352811336517335;-1.0316641330718994;-2.2088901996612553
25.0;;;;;;;;;;;;;;;;0.06424596905708313;1.7356942184269426;-0.3056391477584839;-0.21277970075607305;-0.33496296405792225;-1.0308728218078613;-2.2378239631652836
26.0;;;;;;;;;;;;;;;;0.1103457659482956;1.7423789985477922;-0.3051139712333679;-0.20633745193481445;-0.33355677127838146;-1.0206849575042725;-2.2219471931457515
27.0;;;;;;;;;;;;;;;;0.09494781494140625;1.7098584435880184;-0.3051884174346924;-0.21052855253219604;-0.33329176902770985;-1.0161545276641843;-2.2403600215911874
28.0;;;;;;;;;;;;;;;;0.1085563600063324;1.7322588413953781;-0.3052731156349182;-0.2031121850013733;-0.33406805992126465;-1.026710033416748;-2.2353980541229257
29.0;;;;;;;;;;;;;;;;0.07863184809684753;1.7251482270658016;-0.305595338344574;-0.20889711380004888;-0.3349766731262206;-1.0282554626464842;-2.211660146713257
30.0;;;;;;;;;;;;;;;;0.042835041880607605;1.8188443183898926;-0.30583178997039795;-0.2074664831161499;-0.3359251022338866;-1.02962327003479;-2.2035093307495126
31.0;;;;;;;;;;;;;;;;0.02524326741695404;1.8366106897592545;-0.30568927526474;-0.20492869615554804;-0.33545005321502686;-1.0281982421875;-2.19544243812561
32.0;;;;;;;;;;;;;;;;-0.03791049122810369;2.032032310962677;-0.3050938844680786;-0.20632243156433105;-0.333440065383911;-1.0245764255523682;-2.13967514038086
33.0;;;;;;;;;;;;;;;;-0.014926612377166804;1.9851749539375303;-0.3042736053466797;-0.20060807466506958;-0.32968735694885265;-1.0123443603515625;-2.0500662326812744
34.0;;;;;;;;;;;;;;;;-0.01941809058189392;1.9935528934001923;-0.30375874042510986;-0.1875259280204773;-0.32540178298950184;-1.007338285446167;-1.8847599029541016
35.0;;;;;;;;;;;;;;;;-0.0018970668315888006;1.9022066295146942;-0.30462437868118286;-0.16751772165298462;-0.32174253463745106;-0.995628833770752;-1.7032089233398442
36.0;;;;;;;;;;;;;;;;-0.10745367407798762;2.1465917229652405;-0.3072996139526367;-0.17086178064346313;-0.3191664218902587;-0.969507217407227;-1.5323477983474738
37.0;;;;;;;;;;;;;;;;-0.1621379852294922;2.1868589520454407;-0.31076884269714367;-0.16156786680221552;-0.31521272659301747;-0.9506013393402104;-1.3545829057693481
38.0;;;;;;;;;;;;;;;;-0.2598327398300171;2.1577207446098328;-0.31390511989593506;-0.1499621868133545;-0.30897510051727306;-0.9241166114807129;-1.2377018928527834
39.0;;;;;;;;;;;;;;;;-0.20236217975616455;1.878235995769501;-0.31528639793395996;-0.13452905416488647;-0.2983816862106323;-0.8789725303649902;-1.110797643661499
40.0;;;;;;;;;;;;;;;;-0.020788490772247314;1.3022806197404861;-0.31548047065734863;-0.12371605634689326;-0.2872803211212158;-0.8676745891571047;-0.9351201057434078
41.0;;;;;;;;;;;;;;;;-0.011438608169555664;1.304514601826668;-0.31867516040802;-0.10470545291900635;-0.2810211181640623;-0.856158971786499;-0.7659854888916011
42.0;;;;;;;;;;;;;;;;-0.06466639041900635;1.461461916565895;-0.3249890208244324;-0.0932844877243042;-0.28096878528594993;-0.8344526290893555;-0.6651085615158081
43.0;;;;;;;;;;;;;;;;-0.08163243532180786;1.3049131035804749;-0.3322022557258606;-0.08751481771469116;-0.28276515007019065;-0.8097221851348881;-0.6070462465286255
44.0;;;;;;;;;;;;;;;;-0.046439528465270996;1.0260523557662964;-0.3371713161468506;-0.08354330062866216;-0.2824385166168213;-0.8072421550750737;-0.42858803272247314
45.0;;;;;;;;;;;;;;;;-0.10728037357330322;1.112282756716013;-0.341064453125;-0.08653420209884644;-0.28070032596588157;-0.7853147983551023;-0.25145089626312256
46.0;;;;;;;;;;;;;;;;-0.11409223079681396;1.0919799506664276;-0.3451762795448303;-0.0813372135162353;-0.2788379192352295;-0.7690126895904545;-0.16660445928573608
47.0;;;;;;;;;;;;;;;;-0.08478021621704102;0.9346881359815598;-0.34945225715637207;-0.07484638690948486;-0.27653932571411133;-0.7538979053497314;-0.21561306715011586
48.0;;;;;;;;;;;;;;;;0.10781794786453247;0.31307384371757513;-0.3510780334472656;-0.07375544309616089;-0.26933741569519043;-0.7463572025299072;-0.20853906869888306
49.0;;;;;;;;;;;;;;;;0.23465365171432484;-0.02385932207107544;-0.35191404819488525;-0.06799536943435669;-0.26010382175445557;-0.7352464199066162;-0.15060365200042725
50.0;;;;;;;;;;;;;;;;0.16195064783096313;0.2083338499069214;-0.3541700839996338;-0.051310539245605524;-0.2560034990310669;-0.7196605205535884;-0.11350458860397339
51.0;;;;;;;;;;;;;;;;0.03996634483337402;0.5992359220981598;-0.3577702045440674;-0.039672672748565674;-0.2582210302352905;-0.7211847305297854;-0.05694001913070679
52.0;;;;;;;;;;;;;;;;-0.026920080184936523;0.5701827481389046;-0.3606679439544678;-0.04231452941894531;-0.2635176181793213;-0.7138056755065918;-0.1539658010005951
53.0;;;;;;;;;;;;;;;;-0.010794341564178578;0.4486708790063858;-0.3593471050262451;-0.04629749059677124;-0.26203155517578125;-0.7093672752380371;-0.2403575181961059
54.0;;;;;;;;;;;;;;;;0.04898941516876221;0.2757920622825622;-0.35742247104644775;-0.048811316490173395;-0.256954550743103;-0.6988353729248047;-0.18993607163429255
55.0;;;;;;;;;;;;;;;;0.07941782474517833;0.3530843257904053;-0.3566244840621946;-0.04462897777557373;-0.2553589344024658;-0.6988086700439453;0.01577085256576538
56.0;;;;;;;;;;;;;;;;0.03327828645706177;0.522540494799614;-0.3592448234558103;-0.03690803050994873;-0.26226282119750954;-0.6979916095733643;-0.024592876434326172
57.0;;;;;;;;;;;;;;;;-0.009149491786956787;0.7724561244249344;-0.361056447029114;-0.04332667589187622;-0.26891660690307595;-0.6848404407501216;-0.06436184048652649
58.0;;;;;;;;;;;;;;;;0.0966787338256836;0.35680012404918665;-0.36252701282501243;-0.04523298144340521;-0.2722032070159912;-0.6897957324981692;0.005652204155921964
59.0;;;;;;;;;;;;;;;;0.18767672777175903;0.05385500192642212;-0.3632039427757263;-0.04963797330856323;-0.2754137516021731;-0.693065881729126;0.04911930672824383
60.0;;;;;;;;;;;;;;;;0.19293361902236938;0.08457136154174805;-0.3653588891029358;-0.06112337112426758;-0.2794761657714846;-0.6978805065155034;0.09987537562847137
61.0;;;;;;;;;;;;;;;;0.19726848602294922;0.217544486746192;-0.3685336112976074;-0.054659754037857;-0.2884600162506106;-0.6853263378143306;0.0953788310289383
62.0;;;;;;;;;;;;;;;;0.1414516568183899;0.1746991202235222;-0.3722377419471741;-0.061103552579879705;-0.29773950576782227;-0.7006120681762695;0.011611580848693848
63.0;;;;;;;;;;;;;;;;0.11584240198135376;0.009528830414637923;-0.3728627562522888;-0.07384181022644043;-0.3012962341308594;-0.6879857778549197;-0.1347482800483703
64.0;;;;;;;;;;;;;;;;0.24041062593460083;-0.2845246493816376;-0.3711298704147341;-0.06854155659675598;-0.29807400703430154;-0.6954368352890017;-0.1509854793548584
65.0;;;;;;;;;;;;;;;;0.2750832736492157;-0.15657758712768555;-0.36908620595932007;-0.06575396656990051;-0.29369592666626;-0.6959488391876223;-0.14146855473518372
66.0;;;;;;;;;;;;;;;;0.20409965515136724;0.07150032371282578;-0.36834198236465454;-0.05740088224411005;-0.29162311553955056;-0.6880745887756348;-0.13155552744865423
67.0;;;;;;;;;;;;;;;;0.07631927728652954;0.2352419048547745;-0.3677039742469784;-0.043276250362396185;-0.2909814119338989;-0.67406165599823;-0.1491693556308747
68.0;;;;;;;;;;;;;;;;0.12235254049301147;0.17786301299929622;-0.36618858575820923;-0.03804689645767212;-0.29006898403167747;-0.6724166870117188;-0.1186794638633728
69.0;;;;;;;;;;;;;;;;0.1538389027118683;0.08235816657543182;-0.3649177551269531;-0.044076889753341675;-0.28984928131103516;-0.6458625793457031;-0.03725442290306091
70.0;;;;;;;;;;;;;;;;0.20094537734985357;-0.23588019609451294;-0.36546993255615234;-0.0396165549755097;-0.29528629779815674;-0.6378246545791628;0.015117079019546509
71.0;;;;;;;;;;;;;;;;0.18267935514450073;0.09900417178869247;-0.36633914709091187;-0.03959321975708008;-0.3020129203796389;-0.6354663372039793;0.02742761373519892
72.0;;;;;;;;;;;;;;;;0.046729862689971924;0.3890312612056732;-0.36797618865966797;-0.04680156707763672;-0.3100382089614868;-0.6345667839050295;-0.046062797307968195
73.0;;;;;;;;;;;;;;;;0.0795089602470398;0.19007611274719238;-0.36796897649765015;-0.048869997262954656;-0.31398355960845936;-0.634990334510803;-0.021453499794006348
74.0;;;;;;;;;;;;;;;;0.24240493774414062;-0.06528626754879951;-0.36751222610473633;-0.061966478824615534;-0.3181667327880858;-0.6393055915832526;0.09442687034606934
75.0;;;;;;;;;;;;;;;;0.2487392127513885;-0.1257611969485879;-0.3695599436759949;-0.07087668776512146;-0.328147292137146;-0.6380947828292847;0.17306619882583618
76.0;;;;;;;;;;;;;;;;0.2914432287216186;-0.19980599731206894;-0.3735010623931885;-0.06745317578315735;-0.3446478843688965;-0.6436666250228882;0.2184165120124817
77.0;;;;;;;;;;;;;;;;0.268760621547699;-0.21364754438400269;-0.3776384592056272;-0.07242521643638611;-0.3619514703750609;-0.6543956995010376;0.23173201084136985
78.0;;;;;;;;;;;;;;;;0.24535804986953735;-0.27586957812309265;-0.38049304485321045;-0.07376456260681158;-0.37699270248413075;-0.6703231334686279;0.19636988639831543
79.0;;;;;;;;;;;;;;;;0.28052055835723877;-0.3562417924404145;-0.3812977075576782;-0.08284407854080195;-0.388810157775879;-0.6876157522201538;0.16386890411376953
80.0;;;;;;;;;;;;;;;;0.2531892657279968;-0.4293341189622879;-0.38242942094802834;-0.08860504627227783;-0.3980501890182495;-0.698317289352417;0.24105358123779297
81.0;;;;;;;;;;;;;;;;0.24432653188705444;-0.3999299556016922;-0.38348376750946045;-0.08893299102783203;-0.4092988967895508;-0.7108219861984251;0.33062779903411865
82.0;;;;;;;;;;;;;;;;0.20959120988845825;-0.18937578797340393;-0.3851515650749209;-0.10235258936882022;-0.4222801923751829;-0.7049035429954529;0.38831043243408203
83.0;;;;;;;;;;;;;;;;0.20721447467803966;-0.3115867674350738;-0.38772153854370117;-0.1096014082431793;-0.43583130836486816;-0.7162289023399352;0.4004209041595461
84.0;;;;;;;;;;;;;;;;0.2696361541748046;-0.48119693994522095;-0.3910350799560547;-0.1154451072216034;-0.44908297061920177;-0.7194004654884335;0.34225940704345703
85.0;;;;;;;;;;;;;;;;0.32424455881118763;-0.7949253395199776;-0.3923974633216858;-0.11442941427230835;-0.4579847455024719;-0.7233985066413879;0.20396351814269997
86.0;;;;;;;;;;;;;;;;0.29517394304275524;-0.6546217575669289;-0.3906751871109009;-0.10700824856758118;-0.45924943685531616;-0.7064352631568908;0.11095476150512718
87.0;;;;;;;;;;;;;;;;0.19709122180938732;-0.3923885375261307;-0.38584351539611816;-0.0997871458530426;-0.4532909393310549;-0.6979432702064513;0.03946542739868186
88.0;;;;;;;;;;;;;;;;0.2285913825035094;-0.32066503167152405;-0.3792344331741333;-0.09890615940093989;-0.4427757263183594;-0.6821951270103457;-0.14856445789337158
89.0;;;;;;;;;;;;;;;;0.26674264669418335;-0.6016788184642792;-0.3726536035537722;-0.08377718925476074;-0.4263805150985718;-0.6662970185279843;-0.1252211332321167
90.0;;;;;;;;;;;;;;;;0.2636648416519165;-0.5082804262638092;-0.365844130516052;-0.08085477352142334;-0.41113507747650146;-0.639671504497528;-0.0150071382522583
91.0;;;;;;;;;;;;;;;;0.21374541521072388;-0.37531711161136627;-0.3610450029373169;-0.08056077361106867;-0.4037522077560425;-0.6250885128974911;0.19722282886505127
92.0;;;;;;;;;;;;;;;;0.23501121997833252;-0.3808340728282928;-0.360382616519928;-0.06951594352722165;-0.408247709274292;-0.603823721408844;0.3067450523376465
93.0;;;;;;;;;;;;;;;;0.3671325445175171;-0.9062181413173676;-0.36215305328369163;-0.0684373676776886;-0.4196035861968992;-0.6036176085472107;0.36269593238830566
94.0;;;;;;;;;;;;;;;;0.4281715452671051;-0.970144122838974;-0.36481958627700806;-0.06335747241973877;-0.431796193122864;-0.5834640860557556;0.3498106002807617
95.0;;;;;;;;;;;;;;;;0.30593574047088623;-0.7475887984037399;-0.3677806258201599;-0.06696778535842893;-0.4424738883972168;-0.5877230763435364;0.37567782402038596
96.0;;;;;;;;;;;;;;;;0.3732067048549653;-1.0343519747257233;-0.36936259269714355;-0.05540296435356146;-0.45218604803085327;-0.5878135561943052;0.4513161182403562
97.0;;;;;;;;;;;;;;;;0.35680022835731506;-0.813054621219635;-0.3702204227447512;-0.04902529716491691;-0.46142059564590476;-0.5822760462760925;0.28466796875
98.0;;;;;;;;;;;;;;;;0.3304485976696015;-0.67359309643507;-0.369778037071228;-0.050149798393249456;-0.4630131125450134;-0.5684561133384705;-0.026777505874633567
99.0;;;;;;;;;;;;;;;;0.2839281260967255;-0.44428157061338425;-0.36779606342315674;-0.043015405535697965;-0.45398473739624;-0.562649667263031;-0.2686903476715088
100.0;;;;;;;;;;;;;;;;0.32018387317657476;-0.6902627646923065;-0.3620430827140808;-0.03946419060230261;-0.43254852294921897;-0.5451601147651672;-0.14715635776519753
101.0;;;;;;;;;;;;;;;;0.26145190000534063;-0.33625566959381104;-0.3549110293388369;-0.03750352561473849;-0.4134867191314697;-0.5475190281867981;0.14069223403930642
102.0;;;;;;;;;;;;;;;;0.19259163737297053;-0.3031041994690895;-0.3522737622261046;-0.03559853136539462;-0.4119992256164551;-0.5089974999427794;0.14686298370361328
103.0;;;;;;;;;;;;;;;;0.20754331350326538;-0.17328217625617987;-0.3509051799774171;-0.032230064272880526;-0.4141174554824829;-0.499541699886322;0.1515907049179075
104.0;;;;;;;;;;;;;;;;0.23044806718826294;-0.30361261218786234;-0.3521767258644103;-0.0321703106164932;-0.41913354396820046;-0.48753517866134644;0.23361754417419434
105.0;;;;;;;;;;;;;;;;0.368980437517166;-0.7345305383205414;-0.3546542525291443;-0.032469913363456726;-0.428397059440613;-0.4957928061485293;0.3235551118850708
106.0;;;;;;;;;;;;;;;;0.34533146023750305;-0.4646759331226349;-0.3579219579696655;-0.03467588126659393;-0.4410637617111206;-0.4998622536659241;0.39484667778015137
107.0;;;;;;;;;;;;;;;;0.34755298495292664;-0.596399437636137;-0.3613995313644409;-0.042718157172203064;-0.45492005348205566;-0.4849260449409485;0.40649044513702437
108.0;;;;;;;;;;;;;;;;0.36423119902610784;-0.6403117068111897;-0.36432474851608276;-0.036402836441993686;-0.4666956663131714;-0.4720075726509094;0.20695674419403076
109.0;;;;;;;;;;;;;;;;0.2709399461746216;-0.27699634432792664;-0.3636096715927123;-0.0354470759630203;-0.46737605333328225;-0.47964638471603416;-0.053516507148742676
110.0;;;;;;;;;;;;;;;;0.2034911811351776;-0.17743510007858276;-0.35998862981796276;-0.031188100576400757;-0.45737779140472434;-0.4865773320198059;-0.2577301263809204
111.0;;;;;;;;;;;;;;;;0.29528161883354187;-0.48129163682460785;-0.35346585512161244;-0.030870437622070285;-0.43842434883117676;-0.4704021811485293;-0.06610167026519775
112.0;;;;;;;;;;;;;;;;0.3240428864955902;-0.4803649485111236;-0.3461728096008302;-0.018348336219787598;-0.42411911487579346;-0.45656055212020874;0.05317533016204834
113.0;;;;;;;;;;;;;;;;0.3199329078197479;-0.34164421260356903;-0.3409035801887512;-0.021182239055633517;-0.4174727201461792;-0.4286887049674988;-0.12738114595413208
114.0;;;;;;;;;;;;;;;;0.22595664858818054;-0.1182466596364975;-0.33551204204559326;-0.01441878080368042;-0.4034768342971802;-0.42493170499801636;0.0692896842956543
115.0;;;;;;;;;;;;;;;;0.19463115930557257;-0.06768788024783133;-0.3333246111869812;-0.0107993483543396;-0.4007246494293213;-0.40903812646865845;0.2649022936820984
116.0;;;;;;;;;;;;;;;;0.18367910385131841;-0.1663098931312561;-0.334710657596588;-0.023679345846176147;-0.41150975227355957;-0.3809095025062561;0.05534172058105469
117.0;;;;;;;;;;;;;;;;0.31771644949913025;-0.3101780489087105;-0.3353025317192079;-0.025352329015731784;-0.4139373302459717;-0.38485151529312134;-0.10705637931823742
118.0;;;;;;;;;;;;;;;;0.25642991065979004;-0.14248236641287804;-0.3341003060340879;-0.01611360907554632;-0.40670716762542725;-0.3718772530555725;-0.15323394536972046
119.0;;;;;;;;;;;;;;;;0.2969653904438018;-0.22344888746738434;-0.33086079359054577;-0.0052661597728729526;-0.3948849439620973;-0.38296598196029663;-0.033622086048126276
120.0;;;;;;;;;;;;;;;;0.1867886334657669;-0.0355516672134399;-0.3271890878677369;-0.003783881664276151;-0.3890117406845093;-0.376970112323761;0.37007540464401245
121.0;;;;;;;;;;;;;;;;0.19866831600666052;-0.03010465949773787;-0.32985055446624745;-0.009512752294540433;-0.4064640998840332;-0.3827970623970033;0.702296793460846
122.0;;;;;;;;;;;;;;;;0.2738804966211318;-0.24513384699821475;-0.33984434604644786;-0.028125315904617337;-0.44196617603302;-0.36943119764328003;0.542088508605957
123.0;;;;;;;;;;;;;;;;0.3017471581697464;-0.3131192922592163;-0.3493303656578063;-0.03431898355484009;-0.4665372967720032;-0.38506633043289185;0.2031484842300415
124.0;;;;;;;;;;;;;;;;0.21949636936187744;-0.2807135283946991;-0.3524230718612671;-0.038322746753692655;-0.46913623809814453;-0.39257270097732544;0.05076265335083008
125.0;;;;;;;;;;;;;;;;0.19598507881164545;-0.07387033104896545;-0.3498983383178711;-0.031899183988571195;-0.46335262060165405;-0.37404757738113403;-0.3100817203521731
126.0;;;;;;;;;;;;;;;;0.1640995740890503;0.25847581028938293;-0.34064602851867676;-0.031490564346313504;-0.44043445587158203;-0.39580363035202026;-0.4528813362121584
127.0;;;;;;;;;;;;;;;;0.1046944260597229;0.42744961380958557;-0.32977771759033203;-0.03304359316825872;-0.40976119041442893;-0.39344531297683716;-0.12053701281547541
128.0;;;;;;;;;;;;;;;;0.15546190738677979;0.24797231703996658;-0.3237364888191223;-0.03745010495185855;-0.39606940746307373;-0.3608937859535215;-0.013413190841674805
129.0;;;;;;;;;;;;;;;;0.16205114126205455;0.2568918988108635;-0.3190693259239197;-0.0414203405380249;-0.39096319675445534;-0.35119420289993286;0.067868322134018
130.0;;;;;;;;;;;;;;;;0.18548676371574402;0.10516615677624941;-0.31667226552963257;-0.04589131474494931;-0.3935774564743042;-0.3586471676826477;0.23891890048980707
131.0;;;;;;;;;;;;;;;;0.22547560930252075;-0.09990957006812096;-0.31814169883728016;-0.04906103014945981;-0.40445220470428467;-0.3402870297431946;0.1897217035293579
132.0;;;;;;;;;;;;;;;;0.24358847737312317;-0.16445127502083778;-0.31862038373947155;-0.03870621323585513;-0.41155755519866943;-0.3354420065879822;0.1762694716453551
133.0;;;;;;;;;;;;;;;;0.2191007137298584;-0.0351190119981766;-0.31904685497283924;-0.05000361800193784;-0.4175369143486023;-0.3341309428215027;-0.03889590501785278
134.0;;;;;;;;;;;;;;;;0.04028785228729248;0.33083572983741766;-0.317164182662964;-0.04599800705909726;-0.4110168218612671;-0.33597904443740867;-0.3824686110019684
135.0;;;;;;;;;;;;;;;;0.09895750880241388;0.25852546095848083;-0.30918025970458995;-0.042998582124710055;-0.3867958784103396;-0.32628339529037476;-0.20037077367305756
136.0;;;;;;;;;;;;;;;;0.12247538566589361;0.2091098092496395;-0.304961860179901;-0.04250374436378476;-0.37423169612884544;-0.32347625494003296;0.12404030561447144
137.0;;;;;;;;;;;;;;;;0.12438774108886719;0.1901069066952914;-0.30539655685424816;-0.05270451307296753;-0.3806312084197996;-0.32390934228897095;-0.016850445419549942
138.0;;;;;;;;;;;;;;;;0.17517682909965515;0.19564760383218524;-0.3048807978630066;-0.05189386010169986;-0.3831355571746826;-0.3224765658378599;-0.1019764095544815
139.0;;;;;;;;;;;;;;;;0.04635798931121826;0.4211248755455017;-0.30465489625930786;-0.04064479470252991;-0.3812946081161497;-0.30835169553756714;-0.15244904160499573
140.0;;;;;;;;;;;;;;;;0.012209534645080566;0.4431888163089752;-0.30205076932907104;-0.05483263731002802;-0.37595105171203613;-0.3103716969490049;-0.5039168298244477
141.0;;;;;;;;;;;;;;;;-0.03539323806762695;0.7414203435182571;-0.2982664108276366;-0.04818457365036005;-0.3613845109939573;-0.2903531193733213;-0.48841726779937744
142.0;;;;;;;;;;;;;;;;-0.049479752779007014;0.715068269520998;-0.2981356382369996;-0.051325276494026184;-0.358683705329895;-0.28900986909866333;-0.5073373913764954
143.0;;;;;;;;;;;;;;;;-0.012886852025985718;0.6954726129770279;-0.2982257604598998;-0.04530821740627289;-0.36296522617340066;-0.31731218099594116;-0.31370365619659424
144.0;;;;;;;;;;;;;;;;-0.052381217479705755;0.8837011009454727;-0.29959803819656383;-0.044260814785957336;-0.37502944469451904;-0.301142156124115;-0.01764678955078125
145.0;;;;;;;;;;;;;;;;0.05551233887672424;0.5451929140836;-0.30196183919906605;-0.051287159323692294;-0.3931201696395874;-0.29235225915908813;-0.035422563552856445
146.0;;;;;;;;;;;;;;;;0.07119032740592957;0.35052586998790497;-0.30404895544052124;-0.0634185522794724;-0.40420567989349365;-0.3004837632179258;-0.03659909963607788
147.0;;;;;;;;;;;;;;;;0.11473441123962397;0.3296781480312347;-0.3052203059196472;-0.06770621240139013;-0.40703117847442627;-0.277665913105011;-0.12708112597465504
148.0;;;;;;;;;;;;;;;;0.15322822332382202;0.28724437952041626;-0.30435657501220703;-0.06200127303600311;-0.4000639319419861;-0.28132420778274536;-0.3853154182434081
149.0;;;;;;;;;;;;;;;;0.07315057516098017;0.4048963263630867;-0.3003232479095459;-0.0539713054895401;-0.38176238536834717;-0.2840457558631895;-0.2685842514038086
150.0;;;;;;;;;;;;;;;;0.13391521573066711;0.27995529770851135;-0.297471284866333;-0.05194829404354101;-0.37126624584198;-0.2937323451042173;0.014100641012191661
151.0;;;;;;;;;;;;;;;;0.17911070585250854;0.037057459354400635;-0.2977551817893982;-0.05380399525165558;-0.3750808238983152;-0.2889677882194517;-0.11911159753799438
152.0;;;;;;;;;;;;;;;;0.05766710638999939;0.2776578813791275;-0.2971155643463135;-0.05535830557346344;-0.3763906955718994;-0.29290753602981545;-0.0848345160484314
153.0;;;;;;;;;;;;;;;;0.11021661758422857;0.18030759692192075;-0.2968825697898866;-0.05859778821468356;-0.3785816431045532;-0.29288583993911743;-0.09571754932403559
154.0;;;;;;;;;;;;;;;;-0.015097051858901867;0.3915644995868206;-0.29613852500915516;-0.06492486596107483;-0.377710223197937;-0.3053184151649475;-0.20035812258720398
155.0;;;;;;;;;;;;;;;;0.16040274500846863;0.11145651340484619;-0.29285436868667614;-0.059582307934761075;-0.3715126514434812;-0.29453390836715676;-0.16254347562789917
156.0;;;;;;;;;;;;;;;;0.09754824638366705;0.2574307769536972;-0.2925294041633605;-0.06147882342338562;-0.3693497180938723;-0.2892443537712097;-0.08629983663558966
