timestamp;cut_torque_residuas;cut_lag_error_residual;cut_position_residual;cut_speed_residual;film_position_residual;film_speed_residual;film_lag_error_residual
24.0;-0.0205982625484466;-0.002151384949684129;-0.03892052173614502;-0.0916886031627655;0.04295754432678245;-0.03519439697265625;0.05714154243469227
25.0;0.003913253545761108;-0.265039324760437;-0.03447604179382324;-0.08040708303451527;0.043588876724243386;-0.02499341964721724;0.13216105103492742
26.0;-0.026878952980041504;0.050845758989453316;-0.032051444053650124;-0.07703632116317749;0.04150652885437056;-0.020666122436523438;0.14404436945915222
27.0;-0.1668909192085266;0.3415948748588562;-0.030904412269592063;-0.08100289106369019;0.03799259662628218;-0.018241882324218306;0.07421424984931951
28.0;-0.14374688267707825;0.1927674412727356;-0.029756784439086914;-0.07841861248016352;0.03661513328552268;-0.016510605812072754;0.10725051164627075
29.0;-0.004670172929763794;-0.006089843809604641;-0.028457045555114746;-0.08803984522819525;0.03685712814331099;-0.013884902000427468;0.2336631417274475
30.0;-0.012456119060516357;-0.012516826391220093;-0.028458714485168457;-0.09606227278709428;0.03486728668212913;-0.0034732818603511184;0.31762081384658813
31.0;0.007713854312896673;-0.0142002422362566;-0.03034067153930664;-0.09418407082557678;0.028822660446166992;0.001689314842224121;0.3673822283744812
32.0;-0.027684688568115234;0.033927939832210555;-0.03443300724029541;-0.10188525915145874;0.01824390888214089;-0.006606459617614524;0.36840128898620605
33.0;-0.054433673620224;0.03429919481277467;-0.0403057336807251;-0.103329747915268;0.00442349910736084;-0.028278470039367676;0.31480419635772705
34.0;-0.03232675790786749;-0.0064239948987960815;-0.04674196243286133;-0.11300230026245117;-0.0103718042373655;-0.05521404743194602;0.2556413412094116
35.0;-0.0765184760093689;-0.06551025807857515;-0.053500175476074;-0.12099000811576843;-0.02409243583679177;-0.07815992832183838;0.3067717552185061
36.0;-0.10939669609069824;-0.010654792189598083;-0.05924856662750266;-0.1206505298614502;-0.03654253482818626;-0.10333132743835427;0.40538299083709717
37.0;-0.17448014020919805;0.21797001361846918;-0.06461858749389648;-0.1309419870376587;-0.04872298240661621;-0.10918891429901123;0.4820781946182253
38.0;-0.20835345983505243;0.14881247282028198;-0.06993556022644043;-0.1326222717761994;-0.061052799224853516;-0.1337270736694336;0.508278965950012
39.0;-0.17562684416770935;0.024041980504989652;-0.07597661018371582;-0.13356313109397888;-0.07371032238006592;-0.14889562129974365;0.4500768184661865
40.0;-0.1372838020324707;-0.2608373239636421;-0.08143651485443093;-0.13087528944015503;-0.08497571945190407;-0.16600501537322998;0.283882856369019
41.0;-0.1566665768623352;-0.16922245360910895;-0.08538317680358909;-0.12657943367958074;-0.09239864349365234;-0.1619527339935305;0.14867734909057662
42.0;-0.2345966398715973;0.027448028326034574;-0.08579468727111794;-0.12367093563079828;-0.09326720237731934;-0.16574323177337646;0.050849914550781694
43.0;-0.19396591186523438;0.07199662923812866;-0.081565260887146;-0.12270370125770569;-0.08697319030761719;-0.158278226852417;-0.13761246204376176
44.0;-0.13286006450653082;-0.2294538915157318;-0.07411420345306396;-0.10784640908241266;-0.07441532611846946;-0.1447974443435669;-0.1282031536102295
45.0;-0.11320611834526062;-0.17996785044670105;-0.06349158287048362;-0.1041727364063263;-0.05833470821380615;-0.11479866504669212;-0.0070508718490598365
46.0;-0.15436887741088873;-0.05723480507731438;-0.052254080772400124;-0.0993461012840271;-0.04355788230895996;-0.09235513210296631;0.25256705284118675
47.0;-0.15246200561523432;0.003316996619105339;-0.04316890239715576;-0.078025221824646;-0.03417050838470459;-0.06043505668640137;0.43766880035400413
48.0;-0.04263889789581293;-0.40360072255134577;-0.03890728950500466;-0.06562194228172302;-0.03451192378997825;-0.054097890853881836;0.5243352651596065
49.0;0.013296425342559814;-0.4387052655220032;-0.04131042957305908;-0.056416332721710205;-0.04539310932159424;-0.035630106925964355;0.480993390083313
50.0;-0.0961506068706513;-0.2546589970588684;-0.04900634288787842;-0.06387579441070557;-0.06326735019683838;-0.05181014537811279;0.4550622701644891
51.0;-0.03912705183029175;-0.5109167993068695;-0.05729508399963401;-0.05622795224189758;-0.08141875267028809;-0.06705677509307861;0.5254641771316533
52.0;-0.06236812472343445;-0.3016044646501541;-0.06550681591033936;-0.05344891548156738;-0.09920728206634521;-0.07845985889434814;0.3543112277984619
53.0;-0.08156180381774902;-0.20324091613292694;-0.07222914695739746;-0.0600360631942749;-0.11298274993896484;-0.08159363269805864;0.0020673274993896484
54.0;-0.10460439324378973;-0.08013960346579552;-0.07469391822814919;-0.060125887393951416;-0.11691665649414062;-0.08697736263275146;-0.30779874324798606
55.0;-0.03576162457466131;-0.4127199947834015;-0.06993222236633301;-0.06473547220230103;-0.10837507247924805;-0.07721257209777832;-0.2245006561279297
56.0;-0.06475871801376351;-0.14411422610282898;-0.05882716178894021;-0.06574499607086182;-0.09270048141479492;-0.08322131633758545;0.11681234836578347
57.0;-0.15574443340301514;-0.0484168715775013;-0.04457175731658958;-0.05411326885223389;-0.07650423049926758;-0.03336501121520974;0.2461106777191162
58.0;-0.1659911870956421;0.12266983091831207;-0.03253054618835449;-0.03853771090507507;-0.06469333171844482;-0.014673829078674538;0.3120919466018677
59.0;-0.156717449426651;0.034731112420558936;-0.024689078330993652;-0.028318226337432917;-0.05928158760070801;0.004665851593017578;0.40326511859893777
60.0;-0.03317379951477048;-0.3236081749200821;-0.02143990993499756;-0.02232268452644348;-0.060419678688049316;0.0008972883224487305;0.48987352848052956
61.0;-0.05924379825592044;-0.06962421536445616;-0.023624658584594727;-0.02522692084312439;-0.06964302062988281;-0.0044171810150146484;0.5316649675369263
62.0;-0.06128051877021792;-0.1659158542752266;-0.02986752986907959;-0.03584820032119751;-0.08398544788360573;0.00447237491607666;0.5275396108627315
63.0;-0.04391160607337949;-0.19023990631103516;-0.03828763961791992;-0.0344868004322052;-0.10101056098937988;0.0038384199142456055;0.3051108121871948
64.0;-0.11126294732093803;0.09382155537605291;-0.04621016979217529;-0.04236242175102234;-0.11513948440551758;-0.023225665092468484;-0.015034914016723633
65.0;-0.14605629444122312;0.10496069490909576;-0.04951655864715576;-0.046799361705779974;-0.11996209621429443;-0.04518866539001465;-0.2719148397445681
66.0;-0.035723716020584106;-0.2665509581565857;-0.04596138000488281;-0.05242028832435605;-0.11266851425170898;-0.035193920135497825;-0.08972156047821045
67.0;0.0013097077608109076;-0.290769249200821;-0.036327481269836426;-0.03939008712768552;-0.09914648532867432;-0.023453235626220703;0.09409952163696289
68.0;-0.00258655846118927;-0.15279315412044525;-0.025198221206664817;-0.034523993730545044;-0.08712029457092285;0.004758954048156738;-0.0322245955467223
69.0;-0.06517435610294345;-0.01703736186027527;-0.016256213188171165;-0.025170832872390803;-0.07888233661651656;-0.004633545875549316;0.15577596426010143
70.0;-0.0980107933282852;0.05379769951105118;-0.00690615177154541;-0.010605156421661377;-0.07154643535614014;0.005608081817626953;0.4327183961868286
71.0;-0.1378941833972931;0.05193360149860382;0.0006386041641233131;-0.006541013717651367;-0.06781888008117676;0.04320728778839111;0.29068654775619507
72.0;-0.016233339905738844;-0.09207366034388542;0.0032532215118408203;-0.00272214412689209;-0.0691366195678711;0.03902757167816162;0.06832367181777954
73.0;-0.039483264088630676;-0.04154532682150603;0.0025877952575683594;-0.002611130475997925;-0.07397723197937034;0.039909005165099876;-0.08436602354049683
74.0;0.035496782511472695;-0.21518974006175992;0.0022499561309816674;-0.002535998821258545;-0.07747709751129173;0.007030010223388672;0.003328263759613037
75.0;-0.04623205959796905;-0.09598318487405777;0.004120230674743874;-0.004380196332931463;-0.07966601848602317;-0.0030852556228637695;0.45924612879753113
76.0;-0.08444884419441225;0.05247385799884796;0.008370041847229004;0.004482090473175049;-0.08000135421752952;-0.005407452583312988;0.9801466763019562
77.0;-0.09205666184425354;0.07988487184047699;0.008784770965576616;0.007223784923553467;-0.08575224876403809;0.02764546871185325;0.9321679472923279
78.0;-0.09676498174667358;0.08977627754211423;-0.0001379251480102539;0.0019106268882751465;-0.10316646099090576;0.012220621109008789;0.49117398262023926
79.0;-0.1466115564107895;0.05935186147689819;-0.013175487518310547;-0.01965811848640442;-0.12275791168212913;-0.014957547187805398;0.1807079315185547
80.0;-0.14639371633529663;0.1636647880077362;-0.02297937870025657;-0.034941494464874295;-0.13428711891174316;-0.009058356285095215;-0.27375972270965576
81.0;-0.12835887074470526;0.3070456981658936;-0.026537179946899414;-0.05479136109352109;-0.13413870334625244;-0.04689943790435791;-0.4949665069580078
82.0;-0.13829731941223145;0.30466341972351074;-0.021959543228149414;-0.06745108962059021;-0.12235331535339378;-0.05968427658081077;-0.14758342504501343
83.0;-0.0998922139406204;0.1589796543121338;-0.008962035179137962;-0.060478836297988864;-0.10212051868438721;-0.027966618537902832;0.1260542869567871
84.0;-0.09897156059741977;0.19630147516727448;0.004927158355712891;-0.04486760497093206;-0.08382928371429443;-0.013375043869018555;0.30741097778081894
85.0;-0.07500207424163818;0.10440303292125463;0.015343546867370605;-0.02773606777191162;-0.07200324535369895;-0.014850854873657227;0.5335799530148506
86.0;-0.04812982678413388;0.001490682363510125;0.021434545516967995;-0.011579394340515137;-0.06723570823669434;0.011686682701111062;0.5136302411556244
87.0;-0.02612547576427454;-0.034343207255005836;0.021771788597106934;0.006192862987518366;-0.0705251693725586;0.017383813858032227;0.4479572176933288
88.0;-0.04242408275604251;0.09106607735157014;0.01848304271697998;-0.005138039588928167;-0.07894957065582275;0.013326406478881836;0.16652536392211914
89.0;-0.1885323524475097;0.35236579179763794;0.013429164886474387;-0.013003766536712646;-0.08761072158813499;-0.006471872329712136;-0.27755242586135864
90.0;-0.08786103129386899;0.1323443502187729;0.009720563888549805;-0.02645164728164673;-0.09029269218444824;-0.022695899009704812;-0.16095538437366486
91.0;-0.04783269762992859;0.02332401275634767;0.010187149047851562;-0.02985602617263794;-0.08660769462585449;-0.03222513198852539;0.2309492602944374
92.0;-0.0725393891334534;0.08143556886352599;0.014087557792663574;-0.028196483850479126;-0.08061063289642334;-0.02721118927001953;0.2200363576412201
93.0;-0.02367535233497617;0.08782180771231651;0.015374183654784934;-0.020796984434127808;-0.0783348083496096;-0.02404761314392112;0.13575084134936333
94.0;-0.1166270971298218;0.24314990639686584;0.013956665992736816;-0.00787508487701416;-0.07984483242034912;-0.017220139503479004;0.03564767539501196
95.0;-0.11284467577934273;0.22968315333127975;0.011743187904358132;-0.017249226570129395;-0.0815591812133789;-0.0308074951171875;-0.3410315215587616
96.0;-0.09184834361076363;0.3393610715866089;0.006506919860839844;-0.016656100749969482;-0.08524179458618142;-0.02908611297607422;-0.41695481538772583
97.0;-0.06217619776725769;0.24909570533782244;0.0014246702194211647;-0.019527345895767212;-0.08913326263427734;-0.04193115234375;-0.41384416818618763
98.0;0.00671425461769104;0.2164120227098465;-0.003942728042602761;-0.006307452917098999;-0.0954892635345459;-0.08205270767211914;-0.16617584228515625
99.0;-0.03602090477943426;0.45882091671228403;-0.008655905723571777;0.00579795241355896;-0.10358619689941384;-0.0682905912399292;0.23178815841674805
100.0;0.019614011049270574;0.3325860146433115;-0.01248025894165039;0.013992726802825928;-0.1100301742553711;-0.05453217029571533;0.3468937277793884
101.0;0.011365652084350586;0.2318247901275754;-0.01818954944610618;0.008850932121276855;-0.11515319347381592;-0.05256366729736306;0.3231711983680726
102.0;0.04834043979644781;0.23197095841169357;-0.02447676658630349;-0.0007077455520629883;-0.11785995960235596;-0.0198594331741333;0.1498973965644837
103.0;0.10007449984550476;0.15677726268768308;-0.03015315532684326;-0.01055210828781128;-0.11880612373352029;-0.02225339412689209;-0.22473618388175964
104.0;0.07070592045783997;0.1248879283666611;-0.03511691093444824;-0.02786409854888916;-0.11939084529876709;-0.033977031707763894;-0.2297083437442779
105.0;0.14666226506233215;-0.026470512151718126;-0.03671240806579634;-0.03724980354309082;-0.1169201135635376;-0.05026578903198242;0.10007777810096746
106.0;0.16058939695358276;-0.1790603399276734;-0.034673213958740234;-0.036117225885391235;-0.11281490325927734;-0.036621570587158425;0.0722937285900116
107.0;0.04781568050384516;0.022487938404083252;-0.033842086791991965;-0.03468325734138489;-0.11190676689147949;-0.03448009490966797;0.10113278031349188
108.0;0.08297750353813177;-0.03541095554828645;-0.03211939334869407;-0.0313720703125;-0.11063098907470703;-0.03179609775543213;0.1274992823600769
109.0;-0.044225335121154674;0.15273362025618553;-0.030487418174743874;-0.034277826547622736;-0.10990846157073975;-0.04368436336517334;0.011399388313293457
110.0;0.11975239217281342;-0.1122446358203888;-0.028712034225463423;-0.027332782745361273;-0.10774564743041992;-0.03393185138702415;0.04268598556518555
111.0;0.06439507007598877;-0.017563253641128526;-0.027591586112976074;-0.03104659914970398;-0.10754024982452393;-0.02973687648773171;0.08908790349960327
112.0;0.07152605056762695;-0.11495548486709592;-0.026692509651184082;-0.028504550457000732;-0.10751473903656006;-0.03339827060699463;0.08186793327331543
113.0;0.010921776294708252;0.0757237486541271;-0.02597057819366455;-0.023645818233490046;-0.10849428176879883;-0.03370904922485374;0.2603951096534729
114.0;0.018368899822235107;0.12427357211709025;-0.023958563804626243;-0.020255625247955322;-0.10761511325836182;-0.02941429615020752;0.3441877365112306
115.0;0.0653535425662995;-0.062252976000309004;-0.02231132984161377;-0.026492834091186523;-0.10632169246673584;-0.04357314109802268;0.5757415890693665
116.0;0.14225737750530243;-0.20907039940357208;-0.020750880241394043;-0.032110780477523804;-0.10546994209289551;-0.034664273262023926;0.7059827521443367
117.0;0.07211263477802274;-0.26303695142269135;-0.02135002613067627;-0.043005555868148804;-0.10889530181884766;-0.00995182991027832;0.35512056946754456
118.0;0.11666294932365417;-0.3296235054731369;-0.023204445838928667;-0.045050859451293945;-0.11486828327178955;-0.02517080307006836;-0.2409188449382782
119.0;-0.0003488361835479459;-0.0804750509560108;-0.02550816535949707;-0.07098191976547241;-0.11894083023071289;-0.0524475574493406;-0.45144959539175034
120.0;-0.024785161018371527;0.07765405997633934;-0.023141503334045188;-0.0693106055259704;-0.11507558822631836;-0.07549118995666504;-0.2142137512564659
121.0;-0.03206811845302579;0.0953393615782261;-0.015073180198669434;-0.05980658531188965;-0.10422635078430176;-0.08364188671112038;0.3400377556681633
122.0;-0.0772488713264465;0.20107121020555496;-0.003641963005065918;-0.04429274797439575;-0.09180665016174316;-0.05920851230621316;0.6007794812321663
123.0;-0.0748567283153534;0.20551155507564545;0.004328370094299094;-0.02772468328475952;-0.08371007442474365;-0.0307542085647583;0.3395434841513634
124.0;-0.06572702527046206;0.12397406250238419;0.005892515182495117;-0.026307135820388794;-0.08216607570648193;-0.01044929027557373;0.16701579466462135
125.0;-0.034754663705825806;0.03794526308774948;0.0059119462966916725;-0.030654937028884943;-0.08262360095977783;-0.013895392417907715;0.09401448816061021
126.0;-0.017430350184440613;0.11316362023353577;0.005774617195129617;-0.03477829694747925;-0.08316588401794434;-0.03365433216094971;0.09357719123363495
127.0;-0.019682243466377286;0.11740510910749435;0.005728602409362793;-0.036871194839477484;-0.08294618129730225;-0.05543088912963867;0.4231104850769043
128.0;0.016147762537002563;0.04101648926734925;0.008101105690002441;-0.03272813558578491;-0.08081948757171653;-0.021942734718322532;0.4763624891638756
129.0;-0.048317134380340604;0.0162370316684246;0.008196949958801047;-0.03653493523597717;-0.08176004886627197;-0.033298730850219505;0.26623452454805374
130.0;0.049291476607322665;-0.2294066846370697;0.007200002670288086;-0.04000064730644226;-0.08373403549194314;-0.03835940361022927;0.09773197770118713
131.0;-0.0008578002452850619;-0.044439380057156086;0.005795121192932129;-0.049795448780059814;-0.08606922626495361;-0.033315420150756836;0.029443100094795227
132.0;-0.06908948719501495;0.011469318531453608;0.005733966827392578;-0.04627755284309387;-0.08617556095123291;-0.02976667881011963;0.02824742905795574
133.0;-0.06298255920410156;0.0691915825009346;0.007912993431091309;-0.0480427742004394;-0.08367252349853516;-0.026149988174438477;-0.05544921755790708
134.0;-0.10633917152881624;0.2436344027519226;0.009420275688171387;-0.04827365279197693;-0.08144557476043679;-0.022054195404052734;-0.3574044704437256
135.0;-0.08262136578559877;0.12848765775561333;0.008952140808105469;-0.04201453924179077;-0.0805971622467041;-0.04027199745178223;-0.31547367572784424
136.0;-0.0015378445386887013;0.08161631226539615;0.008042454719543457;-0.027762293815612793;-0.08060479164123535;-0.05782771110534668;0.04079037904739358
137.0;0.031233780086040497;0.006464093923568726;0.007726788520812988;-0.022699445486068615;-0.08264648914337158;-0.04737246036529519;0.2264975905418396
138.0;-0.019323736429214478;0.23934609442949298;0.004725456237792969;-0.009337276220321544;-0.08849883079528809;-0.037110209465026855;0.47681325674056996
139.0;0.0059037655591965;0.09272724017500876;0.0014079809188844994;-0.012384533882141113;-0.0940619707107544;-0.018515348434448464;0.4901294708251953
140.0;0.06846849620342255;-0.0634012520313263;-0.003643512725829856;-0.01813113689422602;-0.09965479373931885;-0.004180431365966797;-0.028455525636672974
141.0;0.0971624031662941;-0.09976733475923538;-0.009803056716918945;-0.03097546100616455;-0.10624921321868896;-0.03295612335205078;-0.1975279152393341
142.0;0.032160751521587386;0.09461832046508789;-0.01365804672241211;-0.048256069421768244;-0.10991525650024414;-0.046999216079712136;-0.07353320717811584
143.0;0.01255095005035399;0.10434653609991074;-0.012978315353393777;-0.054071903228759766;-0.10901463031768799;-0.06260263919830322;0.08456891775131226
144.0;-0.012598171830177307;0.06096115615218878;-0.010839581489562988;-0.0529634952545166;-0.1054203510284426;-0.05117011070251465;0.2414056658744812
145.0;-0.012862786650657668;0.10005412995815277;-0.00796997547149636;-0.05544131994247442;-0.10134518146514893;-0.013908028602600098;0.10601517558097845
146.0;0.05193911492824556;-0.0602286234498024;-0.007110714912414551;-0.04996234178543091;-0.09913599491119385;-0.028870344161987305;-0.027934581041336115
147.0;0.0997573109343648;-0.15914513170719147;-0.007342338562011719;-0.054367959499359186;-0.09883296489715598;-0.030876159667968528;-0.09091681241989136
148.0;0.06515488773584364;-0.13788779079914093;-0.007463335990905762;-0.05546244978904724;-0.10018908977508523;-0.0109940767288208;-0.3199251890182495
149.0;0.04366426169872284;0.12359694391489029;-0.00864744186401345;-0.048344820737838745;-0.10344231128692627;-0.04826402664184548;-0.21476632356643677
150.0;-0.0328841283917427;0.3646610528230667;-0.008089423179626687;-0.0522851943969726;-0.10544908046722434;-0.05044329166412331;0.1854093074798584
151.0;-0.01678173243999479;0.2600700557231903;-0.005685925483703613;-0.04801860451698298;-0.10492479801177979;-0.028902053833007812;0.2807902693748474
152.0;-0.04986505210399628;0.2722770422697067;-0.005725145339965598;-0.04658618569374079;-0.10500073432922341;-0.015479564666748047;0.3131524920463562
153.0;0.04473688453435898;0.1028113141655922;-0.006517887115478294;-0.050832182168960516;-0.10434246063232444;-0.021327853202819824;0.30978135764598846
154.0;0.0284797176718712;0.017376419156789773;-0.00757598876953125;-0.05710282921791071;-0.10433006286621072;-0.019177913665771484;0.1932454407215119
155.0;-0.021992132067680345;0.2152952253818512;-0.008746147155761719;-0.0690107643604278;-0.10365033149719238;-0.01681363582611084;0.11553054302930832
156.0;-0.009460359811782865;0.11656014621257785;-0.0081099271774292;-0.08061110973358154;-0.10042119026184082;-0.013652563095092773;-0.05273965001106262
157.0;0.006013423204421997;-0.0512210913002491;-0.006901860237121582;-0.0792417824268341;-0.09603548049926736;-0.024567484855651855;-0.3179335594177246
158.0;-0.015348866581916823;0.08198628202080727;-0.005832672119140625;-0.086403489112854;-0.0921170711517334;-0.027845382690429688;-0.21462851762771606
159.0;0.023154109716415405;0.13512437138706448;-0.0028971433639526367;-0.08246991038322449;-0.08698391914367654;-0.021942853927612305;-0.10299402475357056
160.0;-0.004853740334510789;0.20125739090144637;-0.0004019737243654564;-0.07083269953727722;-0.08423149585723855;-0.038251280784606934;0.02979212999343883
161.0;0.018028661608695984;0.16225321963429445;0.0009726285934446022;-0.056261152029037476;-0.08375310897827126;-0.029341220855713113;0.26578301191329956
162.0;0.01612108200788498;0.15403220616281033;0.0015358924865724877;-0.0438980758190155;-0.085094094276428;-0.010754585266113281;0.19789719581604004
163.0;0.07909058034420013;0.03724537789821625;-0.0005487203598022461;-0.03906092047691345;-0.08845221996307373;0.0046880245208740234;-0.08426731824874878
164.0;0.04459109902381897;0.07079549320042135;-0.004464864730834961;-0.04289352893829346;-0.09389352798461914;-0.022130608558654785;-0.2303217649459839
165.0;0.048607878386974335;0.0998806320130825;-0.007248044013977273;-0.05062448978424072;-0.09784686565399148;-0.03088092803955078;-0.2636023163795471
166.0;0.12453171238303186;-0.03944733738899231;-0.008579373359680398;-0.051582932472229004;-0.10038566589355447;-0.03940296173095703;0.3028867840766908
167.0;0.07139475736767054;-0.027517288923263536;-0.007973909378051758;-0.045396685600280706;-0.1015051603317263;-0.022421956062316895;0.6053802222013474
168.0;0.11120469868183136;-0.03548738732933998;-0.00828850269317627;-0.047556787729263306;-0.10365426540374756;-0.0019638538360593483;0.2139991372823715
169.0;0.08937492594122887;-0.1299971267580986;-0.01181483268737793;-0.05099490284919739;-0.10850954055786155;-0.029331207275390625;0.042917460203170776
170.0;0.03581884130835533;0.046100184321403524;-0.013539791107177734;-0.07094427943229675;-0.11110782623291016;-0.022995352745056152;-0.2242614626884461
171.0;0.016497714444994926;0.026246685534715652;-0.01335132122039795;-0.07218664884567266;-0.110404372215271;-0.03718233108520508;-0.4844396412372589
172.0;-0.023013398982584476;0.0531329158693552;-0.011852264404296875;-0.0864469707012177;-0.10737955570220947;-0.05124557018280029;-0.2140156030654906
173.0;-0.021340481936931607;0.12559228762984276;-0.0069882869720458984;-0.0829923152923584;-0.10154271125793457;-0.05543816089630127;0.19602948427200306
174.0;0.020966149866580977;0.1011972352862358;-0.001858234405517356;-0.06541475653648382;-0.09639060497283936;-0.032518982887268066;0.27449870109558105
175.0;-0.011305375024676323;0.16346745938062668;-0.00029838085174560547;-0.059213012456893976;-0.09546530246734619;-0.020334720611572488;0.1671135425567627
176.0;-0.00251447036862373;0.1668372005224228;-0.0009566545486450195;-0.06261825561523443;-0.09648299217224121;-0.012822508811950906;0.24363994598388672
177.0;0.024979449808597558;0.06700626015663148;-0.001381993293762207;-0.0611034631729126;-0.0972299575805664;-0.012961745262145996;0.35395568609237676
178.0;0.0003472287207841873;0.03917282074689865;-0.0016040802001950905;-0.07108262181282043;-0.09755229949951194;-0.015306711196899414;0.3342919275164604
179.0;0.004535015672445297;0.06611108779907225;-0.0016750097274780273;-0.07473543286323542;-0.0975489616394043;-0.0028983354568481445;-0.024182088673114777
180.0;-0.03807885223068296;0.1244102269411087;-0.002477288246154785;-0.08100500702857971;-0.097403883934021;-0.028523921966552734;-0.20265832543373102
181.0;-0.061447431333363056;0.12236044555902481;-0.0014193058013916016;-0.09040766954421997;-0.09393489360809326;-0.04096972942352295;0.07111388444900507
182.0;-0.12193598598241806;0.24398535490036008;0.003391861915588601;-0.08855503797531122;-0.08658123016357422;-0.035398125648498535;0.15354475378990168
183.0;-0.10819226130843163;0.24814258515834808;0.008199691772460715;-0.08471101522445684;-0.07893240451812744;-0.02123117446899414;0.20579837262630463
184.0;-0.10716371238231659;0.2478112429380417;0.011730313301086426;-0.0784640908241272;-0.0728341341018679;-0.013158917427062988;0.2445686310529709
185.0;-0.0665111355483532;0.14149191975593567;0.014028429985046387;-0.08116540312767034;-0.06835281848907493;0.0008420944213867188;-0.1942504644393921
186.0;-0.07437027990818024;0.13875184953212738;0.012312293052673562;-0.0749489963054657;-0.06779265403747559;-0.006318807601928489;-0.43535417318344105
187.0;-0.062100850045681;0.14768713852390647;0.010127305984497292;-0.07580086588859553;-0.06779479980468772;-0.028370380401611772;-0.3254014253616333
188.0;-0.12893322110176086;0.4017452895641327;0.009411454200744851;-0.07592773437499994;-0.06745815277099632;-0.027782082557678223;0.10297489166259766
189.0;-0.06505604088306427;0.31108709424734116;0.010521888732910156;-0.06362032890319813;-0.06608557701110818;-0.024338960647583008;0.5856426656246185
190.0;-0.010262526571750641;0.21822524070739746;0.01010632514953591;-0.0524086952209471;-0.06533205509185791;0.0006203651428222656;0.5775957256555556
191.0;-0.004281267523765564;0.045671261847019196;0.006503701210021973;-0.04845726490020752;-0.06777977943420432;0.008337974548339844;0.24468828737735748
