timestamp;cut_torque_residuas;cut_lag_error_residual;cut_position_residual;cut_speed_residual;film_position_residual;film_speed_residual;film_lag_error_residual;sine_wave_residual
58.0;0.11194020509719843;0.0904156379401684;-0.4010637402534485;-0.3241548538208008;-0.46845757961273193;-0.6287163496017456;1.2508251667022703;0.4475959539413452
59.0;0.10858345031738276;0.006487568840384487;-0.41270846128463745;-0.32551881670951843;-0.48906898498535145;-0.620132327079773;1.3042284250259395;-0.01459634304046653
60.0;0.13116055727005005;-0.008578481152653694;-0.42344170808792114;-0.31782248616218567;-0.5082330703735352;-0.6148265600204468;1.0414501428604126;-0.0509495735168457
61.0;0.07292217016220087;0.2978455573320389;-0.4303990602493286;-0.3251432329416275;-0.5207837224006653;-0.6307024955749512;0.5978496074676514;-0.05030667781829812
62.0;0.05052196979522705;0.28932931274175644;-0.42769670486450195;-0.3317498564720154;-0.5184080600738523;-0.6348543763160706;0.1851382255554197;-0.5964319705963135
63.0;0.18952420353889465;-0.15001821517944336;-0.4106939435005188;-0.3449292406439781;-0.4940462112426758;-0.6002145409584045;0.34129071235656716;-0.011330485343933105
64.0;0.22308728098869324;-0.20358531922101974;-0.38446444272994995;-0.3326425403356552;-0.46286141872406006;-0.5664862394332886;0.48009687662124634;-0.11406779289245605
65.0;0.20997735857963562;-0.06544823944568631;-0.36293846368789695;-0.32844072580337524;-0.43900978565216064;-0.5220968127250669;0.21423786878585815;-0.36102354526519775
66.0;0.1494286060333252;0.07509563863277435;-0.343580424785614;-0.3230396509170532;-0.4149540662765503;-0.5095771551132205;0.40659505128860496;-0.507310211658478
67.0;0.10510247945785522;0.15289639681577685;-0.3260710239410398;-0.31313449144363403;-0.39483749866485573;-0.4825732707977295;0.7633386850357053;-0.5191540718078613
68.0;0.04081857204437256;0.16237789392471313;-0.3172878623008728;-0.31140193343162537;-0.3875979185104367;-0.4393955469131473;0.596214234828949;-0.4783623218536377
69.0;0.16680271923542023;0.021925441920757308;-0.308704674243927;-0.3011016249656677;-0.3773014545440674;-0.4269869327545168;0.3315189480781555;-0.6517488323152065
70.0;0.15606093406677246;0.08171122916974127;-0.3021929860115051;-0.2961365729570389;-0.36848294734954845;-0.4064652919769287;0.14316844940185547;-0.5365554839372635
71.0;0.23649121820926666;-0.11910465359687807;-0.29520338773727417;-0.2936197370290756;-0.3596423864364626;-0.4204312562942505;0.25454628467559814;-0.7534327208995819
72.0;0.1324114352464676;-0.006551310420036316;-0.2894783616065979;-0.29003186523914337;-0.35509800910949696;-0.4179632663726808;0.8524956032633781;-0.07787100225687026
73.0;0.05250456929206851;0.1565215066075325;-0.28380924463272117;-0.257388710975647;-0.3514769077301023;-0.4036902189254762;1.4993429780006409;-0.7327881157398224
74.0;0.015689119696617126;0.22054439783096313;-0.294744551181793;-0.2338539510965347;-0.37000882625579845;-0.37556421756744385;1.4958893656730652;-0.5124687552452087
75.0;0.02225503325462344;0.27038648724555975;-0.317493200302124;-0.22643108665943143;-0.40557128190994274;-0.40828031301498413;1.0298197269439693;-0.1600136160850525
76.0;-0.002742081880569458;0.25313034653663635;-0.33183127641677856;-0.244483157992363;-0.43400120735168457;-0.4506340026855471;0.7131630182266235;-0.17158377170562733
77.0;0.037378847599029597;0.363431379199028;-0.33820241689682007;-0.2700253576040268;-0.4521639347076416;-0.46420300006866455;0.1448036432266233;-0.15837687253952004
78.0;0.07789555191993713;0.49183911085128784;-0.33199310302734397;-0.30388306081295013;-0.4531296491622925;-0.5144734382629395;-0.18497508764266968;-0.3462643623352051
79.0;0.06606799364089966;0.4357588142156601;-0.3237800598144531;-0.3368441015481949;-0.44255244731903076;-0.5287268161773684;0.20556625723838795;0.07976162433624268
80.0;0.05865377187728882;0.2270902320742607;-0.3150520920753481;-0.3327350318431854;-0.42433786392211914;-0.481472373008728;0.42927858978509903;-0.0728069543838501
81.0;-0.002407580614089966;0.2450343444943428;-0.312915503978729;-0.3126971647143364;-0.41144388914108265;-0.4480867385864258;0.5714874863624573;-0.1524940729141233
82.0;-0.03787305951118469;0.14613700471818447;-0.31863337755203247;-0.28883618116378784;-0.4070519208908082;-0.4316946864128113;0.8511038720607758;-0.052178382873535156
83.0;-0.06356510519981384;0.0584290586411953;-0.3278595805168152;-0.2643159031867981;-0.41170436143875133;-0.3958282470703125;0.8588125109672546;0.2926141023635864
84.0;-0.07153207063674927;0.05039118602871895;-0.3303123116493225;-0.24128414690494535;-0.41661012172698975;-0.3849257230758667;0.8267668411135674;0.215523362159729
85.0;-0.09500691294670105;0.21716805547475815;-0.32975202798843384;-0.24750301241874698;-0.42249178886413574;-0.3849310278892517;0.49822553992271423;0.011749863624572532
86.0;-0.2240503877401351;0.5170588716864586;-0.3266081213951111;-0.2621607780456543;-0.42442095279693626;-0.40269380807876587;-0.055070295929908725;0.21142792701721214
87.0;-0.10048186779022217;0.2574440464377403;-0.31846028566360485;-0.2911771833896637;-0.4161268472671509;-0.41053223609924316;0.09638454020023347;0.3267530202865603
88.0;-0.06953051686286926;0.1069437600672245;-0.3125934004783629;-0.29692327976226807;-0.4039450883865354;-0.40117740631103516;0.5347377583384514;0.42139315605163574
89.0;-0.12697823345661163;0.16121451457729563;-0.30838441848754883;-0.2815569341182709;-0.39053964614868164;-0.36960285902023315;0.4119025394320488;0.5547096133232117
90.0;-0.09545999765396118;0.17709985468536615;-0.30490535497665416;-0.2580126225948334;-0.3742114305496216;-0.33066707849502563;0.23674994707107544;0.4101215600967407
91.0;-0.20346935093402854;0.35832855105400085;-0.30134516954421997;-0.23806798458099365;-0.3596247434616091;-0.2923867702484133;0.08417618274688721;0.7588417828083038
92.0;-0.23552446067333221;0.3478959649801254;-0.28934931755065907;-0.24428926408290863;-0.3426932096481322;-0.28082382678985596;-0.45318013429641724;0.29395580291748047
93.0;-0.2349717766046524;0.45187993347644806;-0.283138632774353;-0.24987809360027313;-0.3318614959716797;-0.2645348310470581;-0.5907009840011597;0.5127451866865158
94.0;-0.24386678636074066;0.31545320712029934;-0.2770298719406129;-0.2483881264925003;-0.32231712341308605;-0.26474201679229725;-0.7055921554565434;0.43776317685842514
95.0;-0.22965960204601288;0.23257951438426974;-0.2706948518753052;-0.22993537783622742;-0.31675684452056874;-0.2996631860733031;-0.5010560750961306;0.3663991838693619
96.0;-0.32607651501893997;0.47313958406448364;-0.2644566297531127;-0.21229729056358337;-0.3122096061706545;-0.2844475507736206;-0.04089176654815696;0.333543635904789
97.0;-0.32268573343753815;0.3626132570207119;-0.26154661178588856;-0.19094178080558777;-0.30933547019958496;-0.26434588432312045;0.1123816967010498;0.035376995801925715
98.0;-0.3575854450464249;0.3221058696508408;-0.2601023316383363;-0.19175025820732117;-0.3085513114929199;-0.2629408836364746;0.18373310565948486;-0.16000288724899298
99.0;-0.3242157846689224;0.40316571295261383;-0.26232290267944336;-0.19857779145240784;-0.3086816072463988;-0.22770369052886963;0.0924907922744751;-0.03790396451950073
100.0;-0.2568720430135727;0.3828771263360977;-0.2613878846168517;-0.20356079936027527;-0.30505263805389393;-0.22339975833892822;-0.3024765849113462;0.17344069480895985
101.0;-0.2607470750808716;0.3635653778910637;-0.2587728500366211;-0.21589165925979614;-0.3014976978302003;-0.23014187812805176;-0.29436618089675903;-0.014166653156280629
102.0;-0.1700982451438904;0.17779311537742615;-0.25626254081726085;-0.22687004506587982;-0.30078577995300304;-0.24975848197937012;0.08476126194000255;0.0814565420150759
103.0;-0.14902654290199277;-0.00013211369514465332;-0.2548552751541139;-0.22585198283195496;-0.30436503887176525;-0.2480013370513916;-0.04806101322174072;-0.0081251859664917
104.0;-0.2567051053047181;0.21415755152702332;-0.2575072646141051;-0.22953525185585022;-0.31302809715270996;-0.2605494260787964;-0.07295536994934071;-0.10023248195648193
105.0;-0.21061870455741882;0.15113231539726257;-0.2616126537322998;-0.23472853004932404;-0.32088804244995117;-0.26952385902404785;-0.05890578031539917;-0.24313068389892578
106.0;-0.3331804573535919;0.3636054918169976;-0.26341772079467785;-0.24560041725635529;-0.3255802392959595;-0.28974008560180675;-0.20729804039001465;-0.37216472625732444
107.0;-0.15921904146671295;0.06995420157909393;-0.2627573609352112;-0.24867427349090576;-0.3266083002090451;-0.2881896495819093;-0.14080369472503662;-0.3358545303344729
108.0;-0.2072185873985291;0.16672922670841214;-0.26261019706726063;-0.25452557206153875;-0.32706165313720703;-0.2857445478439331;-0.09844958782196045;-0.10142362117767334
109.0;-0.19254377484321594;0.061593830585479736;-0.26447248458862305;-0.24764321744441986;-0.3286396861076356;-0.2901432514190674;-0.1325310468673706;-0.3796722888946533
110.0;-0.2567675858736038;0.27170221880078316;-0.2648078799247743;-0.24245521426200867;-0.3302501440048219;-0.291453719139099;0.1108088493347168;-0.29197144508361816
111.0;-0.242843508720398;0.34490209072828293;-0.26632893085479736;-0.23835572600364685;-0.33274149894714344;-0.29044413566589367;0.2555382251739502;-0.2885042428970337
112.0;-0.19505733251571655;0.16909953951835632;-0.2682846188545226;-0.24518746137619019;-0.33741992712020874;-0.3103282451629641;0.6420053243637085;-0.3434869050979614
113.0;-0.08226741850376124;0.0572240948677063;-0.2761613726615906;-0.2514735609292984;-0.34728753566741943;-0.31009352207183827;0.93009153008461;-0.7441425323486328
114.0;-0.10737824440002441;0.04206676781177521;-0.2832825183868408;-0.2673707902431488;-0.3582571744918823;-0.2931180000305177;0.5966065227985382;-0.8961477279663086
115.0;0.015075981616973877;-0.02864675223827362;-0.28317934274673473;-0.2852255403995514;-0.3618619441986083;-0.3101308345794678;-0.1208685934543609;-0.6990652084350586
116.0;-0.036215335130691584;0.19420264475047588;-0.2721646428108214;-0.3265324532985688;-0.3491532802581786;-0.32090985774993896;-0.435949482023716;-0.5133863687515259
117.0;-0.03295323252677912;0.2960204929113388;-0.25656408071517944;-0.3329417705535889;-0.32950007915496826;-0.3281592130661011;-0.2161269187927246;-0.638663649559021
118.0;-0.054058223962783813;0.2554443422704935;-0.2429596185684204;-0.3207428306341172;-0.31132030487060547;-0.3308838605880736;0.4171018600463867;-0.5830395221710205
119.0;-0.12768234312534332;0.3536999523639679;-0.2344951629638673;-0.2935007512569428;-0.29687237739563;-0.3012855052947998;0.6861488297581673;-0.6458407714962959
120.0;-0.14518654346466064;0.3803729861974716;-0.23496013879776;-0.2656939178705216;-0.2890814542770387;-0.26443564891815197;0.35036666691303253;-0.6073144804686308
121.0;-0.1289985328912735;0.3194281756877899;-0.24202746152877797;-0.26079806685447693;-0.28783702850341786;-0.23761045932769753;0.21589598059654241;-0.6557250320911407
122.0;-0.10034129023551938;0.2333460133522749;-0.24530154466629028;-0.26861786842346186;-0.28772008419036854;-0.23741185665130615;0.20854693651199335;-0.6559323966503143
123.0;-0.09111490845680237;0.30649836361408234;-0.24746811389923107;-0.2773147076368332;-0.28970885276794445;-0.2584735155105592;0.255692720413208;-0.3970898240804672
124.0;-0.10551804304122925;0.29752641916275024;-0.25097215175628673;-0.2746759355068207;-0.29211163520813;-0.27944397926330555;0.7004957917670254;-0.5778023600578308
125.0;-0.08541584014892584;0.21435093879699707;-0.2577916383743286;-0.26274245977401733;-0.2995576858520509;-0.25127172470092773;0.7723292261362076;-0.3966566622257232
126.0;-0.1583832949399948;0.19803649932146072;-0.26754432916641224;-0.26036587357521057;-0.3123251795768738;-0.27194643020629905;0.5171800702810287;-0.15196853876113892
127.0;-0.04498067498207092;-0.06790238618850707;-0.2744216322898865;-0.2652166783809662;-0.3226426839828491;-0.28561484813690186;0.32956869155168533;-0.4123125672340393
128.0;-0.07651257514953616;0.12074834853410721;-0.2811710238456727;-0.2857752442359925;-0.3342542052268982;-0.29563450813293446;0.2691457308828831;-0.30030035972595215
129.0;-0.14281991124153137;0.15690879058092833;-0.2865328788757324;-0.29176512360572815;-0.34476733207702637;-0.30899500846862793;0.2634832859039307;-0.1901782751083374
130.0;-0.14386520534753797;0.19093403220176697;-0.2920713424682616;-0.29862526059150696;-0.3530447483062745;-0.3176913261413574;0.10435503721237183;-0.13847243785858154
131.0;-0.20431114733219147;0.35308289527893066;-0.3016635179519652;-0.29818713665008545;-0.3596176505088806;-0.31496095657348633;-0.37372684478759766;0.14655935764312744
132.0;-0.21581949293613434;0.18672298640012738;-0.30724072456359863;-0.28747534751892084;-0.360396087169647;-0.32564711570739735;-0.4173159599304199;0.16916346549987793
133.0;-0.16870088130235672;0.09801335632801056;-0.3089386820793153;-0.2684167325496674;-0.35534512996673584;-0.3333307504653932;-0.04702258110046387;-0.09476196765899658
134.0;-0.18712592124938965;0.002920389175415039;-0.3086947202682495;-0.2561449408531189;-0.35037994384765636;-0.31497156620025646;0.1490950584411621;0.18475949764251687
135.0;-0.289596363902092;0.2783938553184271;-0.30702513456344604;-0.2275179624557495;-0.3433748483657839;-0.28922677040100087;0.49903059005737316;0.05347323417663574
136.0;-0.29313620924949646;0.17754337936639786;-0.30507510900497425;-0.21414518356323242;-0.33760762214660645;-0.2559971809387206;0.6040023565292358;-0.14206767082214355
137.0;-0.24085325002670288;0.07516232877969742;-0.3074617385864258;-0.2105855345726013;-0.3394927382469177;-0.23497915267944314;0.035174012184143066;0.047362565994262695
138.0;-0.1918434053659439;0.06585283577442169;-0.3065120577812196;-0.2214537262916565;-0.3387339115142822;-0.2553609609603882;-0.09246802330017079;-0.015299320220947044
139.0;-0.23178406059741977;0.27116451412439346;-0.3025156855583192;-0.2395138442516327;-0.3355516195297241;-0.26638221740722645;0.08068794012069702;0.4059445858001709
140.0;-0.2405203878879547;0.27043224498629564;-0.29446566104888905;-0.23576286435127253;-0.3273901343345642;-0.27476835250854503;0.2342544198036195;0.18547111749649048
141.0;-0.2652408331632614;0.2177672171965241;-0.287344992160797;-0.2280987501144409;-0.3189537525177002;-0.2602095603942871;0.39265018701553345;0.4970788359642029
142.0;-0.2564961910247803;0.2699655070900917;-0.2781457304954529;-0.22184303402900696;-0.30648809671401944;-0.21371424198150657;0.15699458122253407;0.6582533270120621
143.0;-0.1680532842874527;0.10996237397193911;-0.2687588334083558;-0.21305212378501887;-0.2934420704841614;-0.2181950807571411;-0.03899115324020397;0.5515959039330482
144.0;-0.0957254022359848;0.006127014756202698;-0.25674384832382213;-0.22081395983695984;-0.28070729970931996;-0.21528005599975586;-0.13953918218612682;0.3965051919221878
145.0;-0.13121847808361053;0.01944351196289054;-0.2459011673927307;-0.22588810324668884;-0.2729111909866333;-0.1952223777770996;-0.4963951110839844;-0.2310555204749108
146.0;-0.1585644632577896;0.2749637430533767;-0.23786240816116322;-0.23456522822380071;-0.2709558010101317;-0.2461047172546389;-0.3877713680267336;-0.030784882605075836
147.0;-0.2675783783197403;0.5113629698753357;-0.23163837194442738;-0.24086260795593264;-0.26937031745910645;-0.25814390182495117;0.09886515140533447;0.04927430301904678
148.0;-0.28652486205101013;0.40726347267627716;-0.2258070707321167;-0.2265316545963288;-0.26402127742767334;-0.23450839519500732;0.20310103893280052;0.29123899340629583
149.0;-0.3288208097219467;0.4632083624601364;-0.22570425271987926;-0.21070879697799688;-0.2614111900329591;-0.21442127227783225;0.2617861032485962;0.21849259734153748
150.0;-0.20688222348690033;0.3349568396806717;-0.2299998402595521;-0.2072864174842835;-0.26246094703674305;-0.21544110774993896;0.317042052745819;0.1882169246673584
151.0;-0.18962600827217102;0.2892775684595108;-0.23054498434066772;-0.21287614107131964;-0.2636415958404542;-0.213087797164917;0.23932042717933655;0.17502146959304798
152.0;-0.2059904783964157;0.5318872630596161;-0.2325850725173949;-0.22827452421188354;-0.2677781581878661;-0.21496236324310258;0.18566817045211792;0.026856541633605735
153.0;-0.16204692423343658;0.42659418284893036;-0.2343301773071289;-0.2516518235206604;-0.27366441488266;-0.22320210933685325;-0.02764883637428278;0.2810366153717041
154.0;-0.1210307776927948;0.22510041669011116;-0.23856818675994873;-0.26007917523384094;-0.2818161845207213;-0.247270107269287;-0.4466971158981323;-0.03797948360443115
155.0;-0.13943107426166532;0.32239585369825363;-0.24100089073181163;-0.28203433752059937;-0.2894054651260377;-0.26751530170440696;-0.4195542931556704;-0.23496520519256614
156.0;-0.11290563642978668;0.3320424407720566;-0.2405145764350891;-0.2907128930091858;-0.2932503819465637;-0.2812057733535769;-0.39061808586120583;-0.3115726709365845
157.0;-0.17586420476436615;0.36972328275442123;-0.23730206489562988;-0.2841593623161316;-0.2934234142303467;-0.3110910654067993;-0.2958676815032961;-0.08999454975128174
158.0;-0.19928114116191864;0.31148367933928967;-0.23580050468444813;-0.26879265904426575;-0.29404884576797474;-0.3088594675064087;-0.026919960975646973;-0.5087405443191528
159.0;-0.22654274106025696;0.32477562967687845;-0.23503655195236206;-0.2557647228240967;-0.2921769618988037;-0.28788161277770974;-0.07909893989562988;-0.3940713405609131
160.0;-0.16528913378715515;0.23092276602983475;-0.23710566759109508;-0.25151869654655457;-0.29254114627838146;-0.26942098140716564;-0.3840373158454897;-0.5436515808105469
161.0;-0.1996777206659317;0.27813532017171383;-0.2369062900543214;-0.2579463720321656;-0.2907211780548097;-0.28854107856750466;-0.5286368131637573;-0.3590083122253418
162.0;-0.2003410905599594;0.29862394742667675;-0.23375362157821666;-0.26392513513565063;-0.2865668535232544;-0.2901865243911742;-0.5825153589248657;-0.5150719881057737
163.0;-0.13829614967107776;0.12586870789527893;-0.22801977396011353;-0.2605975866317749;-0.28120100498199474;-0.2949138879776001;0.1669445037841797;-0.6109136939048765
164.0;-0.2034875974059105;0.154994085431099;-0.22425895929336548;-0.24743792414665222;-0.27783918380737327;-0.27531611919403054;0.5910516381263735;-0.38837897777557373
165.0;-0.14932026900351048;0.20318058133125305;-0.22749686241149902;-0.23957431316375732;-0.2802785634994506;-0.24596178531646729;0.13034355640411377;-0.8981618881225588
166.0;-0.11836391687393187;0.13837893307209015;-0.23171591758728027;-0.2472696304321289;-0.2801733016967771;-0.2610466480255128;0.03309816122055054;-0.6259569525718689
167.0;-0.1298312470316887;0.3332914784550667;-0.22870224714279175;-0.26824963092803955;-0.2731417417526244;-0.23910737037658714;-0.27108359336853016;-0.869907021522522
168.0;-0.12369440123438837;0.28186361491680145;-0.22114270925521862;-0.2715998888015747;-0.2619936466217042;-0.244132399559021;-0.6052932143211365;-0.6058892905712128
