,cut torque,cut lag error,cut position,cut speed,film position,film speed,film lag error
44,-0.612920667566808,0.38449578682475954,-1.1326206398886605,-0.6464260180616164,-1.3966071180196664,-2.4418178412249216,-2.911795455129772
45,-0.4956257508832895,-0.11876539752810761,-1.1322448425699922,-0.6464260180616164,-1.3966071180196664,-2.4508835851225887,-2.670746151243665
46,-0.5112987470780358,-0.12335956385326935,-1.1322448425699922,-0.641211067011929,-1.3966071180196664,-2.4508835851225887,-2.4623069477342194
47,-0.5653666662342729,0.06490147905386455,-1.1322448425699922,-0.6386035914870851,-1.3966071180196664,-2.4372851073692177,-2.273374208760632
48,-0.5872727553898908,0.008398197203491987,-1.1322448425699922,-0.6359961159622414,-1.3966071180196664,-2.419153623030963,-2.0911561891909987
49,-0.5532508109123689,-0.16133634035243435,-1.1322448425699922,-0.6307811649125539,-1.3966071180196664,-2.4236866261768673,-1.7982085507521512
50,-0.6213880433508144,0.010795166751468913,-1.1322448425699922,-0.6333886404373977,-1.3966071180196664,-2.4100878791513956,-1.4756398751632063
51,-0.6823981975591341,0.12285291451561646,-1.1318690452513243,-0.6281736893877101,-1.3963290660229033,-2.4010224045258295,-1.169894949973294
52,-0.7237000695498957,0.11436369754710014,-1.1318690452513243,-0.61774378729593,-1.3963290660229033,-2.387423926790558,-0.9860302662096142
53,-0.5909169998496742,-0.37474046624737894,-1.1318690452513243,-0.6125288362462425,-1.3963290660229033,-2.378358182892891,-0.8311617438248535
54,-0.4661417113918071,-0.6860952206509154,-1.1318690452513243,-0.6125288362462425,-1.3963290660229033,-2.3647597120536794,-0.7409707859133827
55,-0.4860690716774102,-0.508895170670951,-1.1314932479326563,-0.6099213607213987,-1.39605101402614,-2.3420957527786834,-0.7164851067051192
56,-0.5440031904234142,-0.1437087182175928,-1.1314932479326563,-0.6047064096717113,-1.39605101402614,-2.3375627703571555,-0.6307463508266078
57,-0.5872045298380919,-0.08298579686119445,-1.1314932479326563,-0.5994914586220237,-1.39605101402614,-2.3239642787935666,-0.6136870001186505
58,-0.5625708973988892,-0.15414547359836953,-1.1311174506139883,-0.5916690320550874,-1.3957729620293768,-2.314898534913999,-0.6555609530732728
59,-0.5039435543362587,-0.3465013032660174,-1.1311174506139883,-0.5890615565074591,-1.3957729620293768,-2.296767323377325,-0.6536686298329912
60,-0.4736303198294841,-0.3199849657471745,-1.13074165329532,-0.5864540810129947,-1.3957729620293768,-2.28770156559704,-0.4939593168343851
61,-0.5330346279611593,-0.09422154907294115,-1.13074165329532,-0.5760241788832403,-1.3954949100326135,-2.2786361394067858,-0.42417448670297286
62,-0.5879033526166614,0.20919332159189116,-1.130365855976652,-0.5734167033887759,-1.3954949100326135,-2.2559718762707943,-0.3425388807023496
63,-0.5156054994608998,-0.08882838591680944,-1.130365855976652,-0.5603793257645572,-1.3952168580358502,-2.2514391699631267,-0.14757007275758935
64,-0.4547831084337843,-0.28924898348607264,-1.129990058657984,-0.5525568992052156,-1.3952168580358502,-2.242373412363841,0.02863998176663963
65,-0.4597250554381017,-0.1966165614546997,-1.129990058657984,-0.5577718502700928,-1.394938806039087,-2.2333079445438346,0.21702418193725798
66,-0.46615138926993077,0.018834957820501978,-1.1296142613393159,-0.5447344726458739,-1.394938806039087,-2.2015780896035726,0.40150229733001563
67,-0.5250811539467126,0.08482618435128697,-1.1296142613393159,-0.5395195215809968,-1.3946607540423237,-2.1970449689893656,0.5190524619019548
68,-0.5518343705187069,0.004578056112951194,-1.1292384640206479,-0.5369120460105841,-1.3943827020455606,-2.16531527966312,0.5179865966510173
69,-0.43438704201578304,-0.2788871324218764,-1.1288626667019799,-0.5238746684623137,-1.3943827020455606,-2.156249646229097,0.52131672558151
70,-0.3781779822328304,-0.22338258875586645,-1.1284868693833119,-0.5238746684623137,-1.3941046500487972,-2.1426513066684056,0.47673786872928736
71,-0.40104848026335155,-0.0719747837803556,-1.1284868693833119,-0.5212671928919009,-1.3938265980520341,-2.124519846493507,0.4133010332041243
72,-0.4848381132124831,0.045850648722826404,-1.1281110720646437,-0.5108372908380948,-1.3935485460552708,-2.106388634830133,0.33636118107036583
73,-0.4277813400118378,-0.017369091913312183,-1.1277352747459757,-0.5004073887083406,-1.3932704940585077,-2.101855956215301,0.3211553040582487
74,-0.3924416957990164,-0.10393421193932847,-1.1273594774273077,-0.4977999132138762,-1.3929924420617443,-2.0701256315828283,0.3723298752070568
75,-0.3580359453545348,-0.3616820336051169,-1.1269836801086395,-0.4873700110841218,-1.3929924420617443,-2.051994834225994,0.44779374734547184
76,-0.3736742691955702,-0.028005583411248296,-1.1266078827899715,-0.4847625355896574,-1.392714390064981,-2.0383963565631222,0.5051560019746754
77,-0.5032216962753994,0.28734410278480543,-1.1262320854713035,-0.4847625355896574,-1.3924363380682179,-2.0247978789002508,0.5131700913682208
78,-0.4922662523567577,0.15413820382536442,-1.1258562881526355,-0.4717251579654386,-1.3921582860714545,-2.011199124852021,0.6155032724055968
79,-0.37923073462248763,-0.0310267590882186,-1.1254804908339673,-0.46911768239502594,-1.3918802340746914,-1.9976007852913296,0.826929792833047
80,-0.40533515762448324,-0.009853631060342937,-1.1251046935152993,-0.46651020690056155,-1.391324130081165,-1.9749363150925676,1.057185163506649
81,-0.39642043091502044,0.02687474888953504,-1.1247288961966313,-0.45347282927634275,-1.3910460780844016,-1.952272397121526,1.309008981654069
82,-0.435835116671632,0.1155371897798066,-1.124353098877963,-0.4482578782114657,-1.3907680260876385,-1.934140909434791,1.537923001080286
83,-0.4634777560079415,0.14847040023549277,-1.123977301559295,-0.4352205005872469,-1.3904899740908752,-1.920542680283444,1.6993997296888692
84,-0.4405332326766959,0.1256493510616789,-1.123225706921959,-0.4300055495223697,-1.3902119220941118,-1.9069440643373938,1.8069248257813235
85,-0.47895798905283576,0.0712434214929611,-1.122849909603291,-0.4247905985334408,-1.3896558181005854,-1.8888130184690348,1.9666910335128311
86,-0.5051685922800708,0.12869550357123147,-1.122474112284623,-0.41436069640368645,-1.3893777661038222,-1.875214513113328,2.1566837468564772
87,-0.5660595711755537,0.36349744426262726,-1.122098314965955,-0.416968171898151,-1.389099714107059,-1.8434846304802306,2.3308606092498763
88,-0.6032422526776733,0.30172586247410127,-1.1213467203286187,-0.41175322090922206,-1.3885436101135324,-1.8298860699198514,2.4548302273743596
89,-0.5784840048094504,0.18252714925872096,-1.1209709230099507,-0.40653826984434493,-1.3882655581167693,-1.8072220967441377,2.482248424338001
90,-0.5455463262115832,-0.10306031079177796,-1.1202193283726145,-0.39871584328500326,-1.3877094541232426,-1.789090664262075,2.36613051219505
91,-0.5621235437896065,-0.02291206370260499,-1.1198435310539465,-0.3908934167256617,-1.3874314021264795,-1.7573603948342742,2.22278662509274
92,-0.6344606693775884,0.15271499562916785,-1.1194677337352785,-0.3856784656607845,-1.386875298132953,-1.7437622208875994,2.0632660531233538
93,-0.5962735443616378,0.1703925714291739,-1.1187161390979423,-0.3830709900903718,-1.3863191941394266,-1.7301636603272204,1.7813364924217812
94,-0.5427767112648066,-0.1685521839390814,-1.1183403417792743,-0.3674261369716887,-1.3860411421426633,-1.7210984687115736,1.6439998834835097
95,-0.5251681770188606,-0.1527472422347552,-1.1175887471419381,-0.3674261369716887,-1.3854850381491368,-1.702966483820791,1.614743487202905
96,-0.5631870958968374,-0.04728112669202808,-1.1168371525046021,-0.37003361246615313,-1.3849289341556104,-1.6939010713864555,1.7729948770366832
97,-0.5626851935152676,0.026275514356890677,-1.116461355185934,-0.35699623491788257,-1.384372830162084,-1.6712366011876931,1.976795908293532
98,-0.45876480381034596,-0.3467509930483412,-1.115709760548598,-0.34917380828259276,-1.3840947781653206,-1.6621718515714217,2.176659630775455
99,-0.39537243694963203,-0.342106873058015,-1.1149581659112617,-0.3413513817232512,-1.383538674171794,-1.6259088760169529,2.2765342538428324
100,-0.48105493779347636,-0.12857794154365773,-1.1145823685925937,-0.3465663327881284,-1.3829825701782676,-1.612310094456886,2.3550097398723584
101,-0.40047127507967445,-0.36737481402757083,-1.1138307739552575,-0.33352895516390957,-1.3824264661847412,-1.594178661974823,2.489944697215591
102,-0.3968784607858608,-0.14315941116894673,-1.1130791793179216,-0.32570652860456795,-1.3818703621912147,-1.5715149650034694,2.374455479438538
103,-0.3908727630711562,-0.04528366079576938,-1.1123275846805853,-0.32570652860456795,-1.3813142581976883,-1.5443180094967277,2.0162425272752165
104,-0.3917045989716603,0.05044481504798816,-1.1119517873619174,-0.3178841020452264,-1.3807581542041616,-1.530719227936661,1.5855238798226405
105,-0.30267148038295716,-0.3375127067328532,-1.1112001927245811,-0.31527662647481364,-1.3802020502106351,-1.5171209987853138,1.4159255008552423
106,-0.3012715562571749,-0.11968919997849016,-1.1104485980872452,-0.3178841020452264,-1.3796459462171087,-1.530719227936661,1.4909105701125365
107,-0.36750476145059185,-0.03474702426582984,-1.109697003449909,-0.31527662647481364,-1.3790898422235822,-1.4944569152002558,1.5016052780726348
108,-0.37068581504130094,0.14939422886704162,-1.108945408812573,-0.3074541999154721,-1.3782556862332924,-1.485390618948169,1.5593026958828287
109,-0.3716452266313828,0.08430185413522316,-1.1081938141752368,-0.2996317733561305,-1.377699582239766,-1.4672599044888421,1.7043716680756091
110,-0.2676120598558449,-0.24423112268483768,-1.1074422195379008,-0.2918093467967888,-1.3771434782462395,-1.4627270877718306,1.895724464736465
111,-0.3018319660550231,0.043303875777921635,-1.1066906249005646,-0.2918093467967888,-1.376587374252713,-1.4491285272114514,2.068649491659292
112,-0.3071193242053244,-0.02331156211808998,-1.1059390302632284,-0.297024297861666,-1.3757532182624232,-1.4128661038847032,2.1926038470469567
113,-0.289172015916168,-0.026507497079637392,-1.1051874356258924,-0.2892018712263762,-1.3751971142688968,-1.381135724228557,2.073975336938904
114,-0.34961680329921435,0.2557342455573192,-1.1044358409885562,-0.2892018712263762,-1.3743629582786072,-1.3766033493299217,1.7637622600978435
115,-0.3788414107083779,0.2344113088962825,-1.1036842463512202,-0.2839869202374473,-1.3738068542850805,-1.3766035703296093,1.3820927050768543
116,-0.26416209759167575,-0.1969910830376024,-1.102932651713884,-0.2813794446670346,-1.373250750291554,-1.3584721930522188,1.3060764755407492
117,-0.21061735550915717,-0.266178270711101,-1.102181057076548,-0.2709495426132285,-1.3724165943012645,-1.3494061176188203,1.2586976457528911
118,-0.18707950524884073,-0.1458060652630143,-1.1014294624392118,-0.2761644936021575,-1.371860490307738,-1.326741923624418,0.9865128127965577
119,-0.21156556749152658,-0.03399798110002438,-1.1006778678018756,-0.2761644936021575,-1.3710263343174482,-1.3358078884674731,0.9821556914436876
120,-0.21561237249739618,0.03566358312437356,-1.0999262731645396,-0.2709495426132285,-1.3701921783271584,-1.3267422550334498,1.154279244231641
121,-0.24867054685070603,0.07101870854321947,-1.0991746785272034,-0.273557018107693,-1.369636074333632,-1.2904793898883253,1.0852466190495822
122,-0.13258338963641259,-0.04830483647273969,-1.0984230838898674,-0.2683420670428159,-1.3688019183433422,-1.2859467941710012,0.9169084112656185
123,-0.1466455022122966,-0.005559082001503366,-1.0976714892525312,-0.26312711597793864,-1.3682458143498157,-1.267815858711987,0.6852686603017013
124,-0.04867612189081792,-0.21332035495799243,-1.0969198946151952,-0.2579121649890097,-1.3674116583595262,-1.2814138670446453,0.5665506344168375
125,-0.09181513212037404,-0.12320975522010827,-1.095792502659191,-0.2605196404834742,-1.3665775023692364,-1.2768812713273214,0.8066492712067169
126,-0.10700348293752636,0.05843467863302294,-1.0950409080218548,-0.2579121649890097,-1.36602139837571,-1.2768812713273214,1.3704591234243406
127,-0.1282120697571805,0.1877205762976933,-1.0942893133845188,-0.2579121649890097,-1.36518724238542,-1.2406187375912288,1.7110326128179578
128,-0.16645580472412014,0.28469747487190405,-1.0935377187471826,-0.25530468941859713,-1.3643530863951305,-1.2315527727481737,1.6872797079657968
129,-0.24774364981788174,0.2782556512836447,-1.0927861241098467,-0.2605196404834742,-1.3635189304048407,-1.2224864764960865,1.5790593132989497
130,-0.2734893015859012,0.3592028952037877,-1.0920345294725105,-0.2579121649890097,-1.362684774414551,-1.186224716168401,1.1290531418357763
131,-0.2680023016385954,0.4262427821667003,-1.0912829348351742,-0.2605196404834742,-1.3621286704210245,-1.2043564248548235,0.6510840532007119
132,-0.2757960477227755,0.31153840648965136,-1.0901555428791703,-0.26312711597793864,-1.3612945144307347,-1.2088884681634282,0.5286424434246161
133,-0.2392407213850936,0.08979487225935144,-1.089403948241834,-0.26312711597793864,-1.360460358440445,-1.1862242741690259,0.4339382325329105
134,-0.24417746981760702,0.09743516491289951,-1.0886523536044979,-0.2657345915483514,-1.3596262024501553,-1.1862249369870899,0.41080291552420145
135,-0.23213112023271112,0.014790072362820072,-1.0879007589671619,-0.2683420670428159,-1.3587920464598655,-1.1998231663194359,0.5856535736125866
136,-0.22206878128825341,-0.03644487289576635,-1.0871491643298257,-0.2683420670428159,-1.357957890469576,-1.1816914574520143,0.6993268051175686
137,-0.21372630273504273,-0.015296721700472945,-1.0863975696924897,-0.2579121649890097,-1.3571237344792861,-1.1726259346083343,0.8188962728462518
138,-0.23707898775814373,0.1557111944735559,-1.0856459750551535,-0.2683420670428159,-1.3565676304857597,-1.1635607429926875,0.7083415293162845
139,-0.382054340105653,0.4202254338265082,-1.0848943804178175,-0.2683420670428159,-1.3557334744954699,-1.1635600801746235,0.28165109182023657
140,-0.28690678320658686,0.13316481191464816,-1.0837669884618133,-0.2683420670428159,-1.3548993185051803,-1.1590278158663316,0.13020845428536693
141,-0.25212010654091,-0.04618251259473593,-1.083015393824477,-0.2683420670428159,-1.3540651625148905,-1.1590278158663316,0.21489523388702692
142,-0.28229844924724573,-0.0018887443078904184,-1.082263799187141,-0.2761644936021575,-1.3532310065246007,-1.1590273740479553,0.09977101788323357
143,-0.24027427904808932,0.005127336980431041,-1.081512204549805,-0.2787719691725702,-1.3523968505343111,-1.159027926275676,-0.03330840512005905
144,-0.3349977591645416,0.15458762972484769,-1.0807606099124687,-0.273557018107693,-1.3515626945440213,-1.1499619614326209,-0.2096156009684799
145,-0.3426960039688664,0.12285291451561646,-1.0800090152751327,-0.2865943957319118,-1.3507285385537315,-1.1590274844572996,-0.7012542341964714
146,-0.3399230288713933,0.1615038560451726,-1.0792574206377965,-0.2865943957319118,-1.349894382563442,-1.1454292553059524,-1.0762697831411248
147,-0.3369528542589714,-0.012724998104152145,-1.0785058260004605,-0.2944168222912533,-1.3490602265731522,-1.1499616300235889,-1.3929751811699316
148,-0.29652060912874195,-0.12098757637410792,-1.0777542313631243,-0.2918093467967888,-1.3482260705828624,-1.1862240533503372,-1.3947981177500761
149,-0.3601963987962753,0.09269118995457669,-1.0770026367257883,-0.2944168222912533,-1.3473919145925728,-1.1771586407350028,-1.0696470127039086
150,-0.3326007505770124,0.017087155525400945,-1.0762510420884521,-0.297024297861666,-1.3468358105990461,-1.1771589721440348,-0.7799136181594761
151,-0.37551814383871596,0.011694018550435456,-1.075499447451116,-0.302239248850595,-1.3460016546087565,-1.1862242741690259,-0.5135056670577637
152,-0.3766042508233048,0.112466086618838,-1.07474785281378,-0.302239248850595,-1.3451674986184667,-1.1590273740479553,-0.3870441830380042
153,-0.35465197033091783,0.1036273249000012,-1.0739962581764437,-0.297024297861666,-1.344333342628177,-1.1590273740479553,-0.5638024271034898
154,-0.38928571719868754,0.061306045676832135,-1.0732446635391077,-0.2996317733561305,-1.3434991866378874,-1.159027926275676,-0.6239355145994819
155,-0.30568960692228947,-0.13085004787365634,-1.0728688662204395,-0.302239248850595,-1.3426650306475976,-1.1680928968916353,-0.43873294892142667
156,-0.2743573315697049,-0.2888245082380054,-1.0721172715831035,-0.30484672442100763,-1.3418308746573078,-1.159027926275676,-0.48720468845879233
157,-0.35811560937459863,-0.08902812203396882,-1.0713656769457673,-0.3100616754099366,-1.3409967186670182,-1.1590274844572996,-0.4773662887223683
158,-0.30164848089315593,-0.1427349621020457,-1.0706140823084314,-0.31266915098034925,-1.3401625626767284,-1.1590277054569873,-0.4442024222591108
159,-0.41080816141693166,0.0534410138923762,-1.0698624876710952,-0.3204915775396908,-1.3393284066864386,-1.1726260450176786,-0.5393243734426061
160,-0.24424137709267216,-0.21953746559651013,-1.0691108930337592,-0.31527662647481364,-1.338494250696149,-1.1635599697652792,-0.5290550429637341
161,-0.28720944368129087,-0.13474509851701091,-1.068359298396423,-0.3230990530341553,-1.3379381467026226,-1.159028036866019,-0.5192145592990939
162,-0.26557554015121,-0.23149728414148005,-1.067983501077755,-0.32570652860456795,-1.3371039907123328,-1.163560190583968,-0.5327016030053898
163,-0.3091769602563481,-0.038417388140609014,-1.0672319064404188,-0.32570652860456795,-1.336269834722043,-1.1635600801746235,-0.3595912927442929
164,-0.2955983926892199,0.04110667376450357,-1.0664803118030828,-0.32570652860456795,-1.3354356787317534,-1.163560632583343,-0.17481756223841277
165,-0.2525496234397071,-0.09681824950184423,-1.0657287171657466,-0.3309214796694451,-1.3346015227414636,-1.1816915680423576,0.23196914880837924
166,-0.18160458252049141,-0.16445739717856744,-1.0649771225284104,-0.33352895516390957,-1.3337673667511738,-1.1771588617346904,0.673311021990642
167,-0.2481312533992468,-0.12588135996559185,-1.0646013252097424,-0.3387439062287867,-1.332933210760884,-1.1499619614326209,0.7297989464918273
168,-0.1832992095755985,-0.16081201013637053,-1.0638497305724064,-0.3309214796694451,-1.3320990547705944,-1.1499616300235889,0.3547833975471739
169,-0.24631777040664857,0.01843545940501699,-1.0630981359350702,-0.3465663327881284,-1.3312648987803046,-1.154494336331256,-0.05521964132224978
170,-0.21361720519046856,0.056087667986443775,-1.062346541297734,-0.3413513817232512,-1.3304307427900148,-1.163560522173999,-0.26696329138428965
171,-0.1835420019340217,-0.019366557809570875,-1.061970743979066,-0.3413513817232512,-1.3295965867997253,-1.1771586407350028,-0.09342274890416856
172,-0.2138400003581261,0.08357776162083373,-1.06121914934173,-0.3465663327881284,-1.3290404828061988,-1.1771595245527542,0.11467642504443025
173,-0.21953835968865087,0.14921944340129822,-1.0604675547043938,-0.3465663327881284,-1.328206326815909,-1.1726260450176786,0.054540566738856246
174,-0.2263972485108012,0.10567471828025819,-1.0600917573857258,-0.34917380828259276,-1.3273721708256192,-1.1590273740479553,0.017729464994632557
175,-0.20863738402750337,0.02500211479385518,-1.0593401627483896,-0.3517812838530055,-1.3265380148353296,-1.1590278158663316,-0.030741587661367333
176,-0.19613020534079562,0.08697345888070675,-1.0585885681110536,-0.35438875934746994,-1.3257038588450398,-1.1726260450176786,-0.07878379350313272
177,-0.19777344248732945,0.07596241961870168,-1.0582127707923854,-0.35699623491788257,-1.32486970285475,-1.1907576432947569,0.1876248444799468
178,-0.16528439500012795,0.03156879636385959,-1.0574611761550494,-0.35699623491788257,-1.3240355468644605,-1.163560190583968,0.3607344562176199
179,-0.23130184470262577,0.054564604822250604,-1.0570853788363814,-0.3622111859068115,-1.3232013908741707,-1.1771589721440348,0.3472487979161162
180,-0.13303466163229005,-0.17494408004334244,-1.0563337841990452,-0.3622111859068115,-1.3223672348838809,-1.1771586407350028,0.2754529886987634
181,-0.1619256962538738,-0.009678845594599588,-1.055582189561709,-0.37003361246615313,-1.3215330788935913,-1.163560522173999,0.15700628095391647
182,-0.20210762894400972,0.01114471150178938,-1.055206392243041,-0.3674261369716887,-1.3206989229033015,-1.1544944467406004,0.027329167634949116
183,-0.17590134667733465,0.03139401089811625,-1.054454797605705,-0.3726410880365658,-1.3198647669130117,-1.1499622928416529,-0.20773923898844104
184,-0.20711924271492146,0.1590569642494306,-1.0540790002870368,-0.37785603910144294,-1.3193086629194852,-1.1454292553059524,-0.7110406055798486
185,-0.18692209614461397,-0.03719394224273803,-1.0533274056497008,-0.3752485635310303,-1.3184745069291954,-1.1590274844572996,-1.0044191631190877
186,-0.12197433646040336,-0.15841504582462684,-1.0529516083310326,-0.37003361246615313,-1.3176403509389059,-1.1771587513253459,-0.9479333225461186
187,-0.10312092810946581,-0.2471274403800629,-1.0522000136936966,-0.3804635145959074,-1.316806194948616,-1.1771587513253459,-0.8443656643452627
188,-0.16118004338784359,0.023678787746821393,-1.0518242163750287,-0.3804635145959074,-1.3159720389583263,-1.1771583093259708,-0.507982058154702
189,-0.15164143975300273,-0.028979365707961623,-1.0510726217376924,-0.388285941155249,-1.3151378829680367,-1.1680928968916353,-0.2182507475384856
190,-0.10854442067184526,-0.08133790189642247,-1.0506968244190245,-0.388285941155249,-1.3143037269777469,-1.1544952201490073,-0.4066668702295894
191,-0.07870849127736555,-0.09739250720190634,-1.0499452297816882,-0.388285941155249,-1.313469570987457,-1.1680928968916353,-0.5251163487840195
192,-0.12198949471210707,0.06687396811754098,-1.0495694324630203,-0.39610836771459057,-1.3126354149971675,-1.1680931178913228,-0.5273632657985411
193,-0.12162536656056712,0.052017831877345835,-1.048817837825684,-0.39871584328500326,-1.312079311003641,-1.1816916784517018,-0.47044373531559747
194,-0.1354774992400197,0.0051523138130132986,-1.048442040507016,-0.39871584328500326,-1.3112451550133513,-1.1771587513253459,-0.3323215902185799
195,-0.13345805672298947,0.06392769675715122,-1.0476904458696799,-0.40393079434988044,-1.3104109990230615,-1.1499619614326209,-0.392454677714572
196,-0.06970264329278884,-0.09189948907777802,-1.0473146485510119,-0.39871584328500326,-1.3095768430327719,-1.1680933387100116,-0.49924004914285053
197,-0.0131575496534155,-0.2104989415793477,-1.0469388512323439,-0.40393079434988044,-1.308742687042482,-1.168093228300667,-0.6293474063228988
198,-0.025649331227866824,-0.21981210603025006,-1.0461872565950077,-0.4091457453388093,-1.3079085310521923,-1.1454291447156093,-0.9806072679637525
